Inq	Pessoas	P_menos10anos	P_10a14anos	P_15a18anos	P_mais18anos	Alunos - viajam acompanhados ou sozinhos	Alunos - modo de transporte	Automoveis	Motas	Desp_auto	Est_privado	Lug_Dispõe	Lug_Utiliza	Alug_estac	CartaCond	Inq_idade	Inq_sexo	Pess_Emprego	Pess_carta	Inq_Instrucao	Inq_profissão	Trab_conta	Princ_cont	PrincCont_Idade	PrincCont_Sexo	PrincCont_NivInst	PrincCont_Profissão	PrincCont_Conta PO	Rendimento	STATUS SOCIAL	Coord_X	Coord_Y	GrauGeoreferenciacao	Tipo	Zona	Concelho	Tipo_Inq	Coef_Exp	SumViagens	Polo Universitário	Ramal da Lousã	Auxiliar	Inquéritos Válidos FINAIS
5923	3	0	0	0	3	0	0	3	98	98	2	3	3	0	2	22	1	2	3	1	16	2	2	55	1	6	11	2	99	D	174 827	360 335	4	U	302	Coimbra	3	15.6	2	Solum		1 | 1	1
5924	4	0	0	0	4	0	0	2	98	98	2	2	2	0	3	19	2	2	3	3	16	0	2	50	2	3	9	2	99	C	176 455	360 453	1	U	313	Coimbra	3	32.8	2	Olivais		1 | 2	1
5925	1	0	0	0	1	0	0	1	98	98	1		0	1	2	75	1	98	1	1	10	0	1				10		99	B	175 048	359 802	1	U	301	Coimbra	1	6.9	2			4 | 1	1
5926	4	0	0	0	4	0	0	3	98	98	2	2	2	0	3	27	1	4	3	1	16	2	2	53	2	1	7	2	99	B	176 887	358 402	1	U	320	Coimbra	1	23.9	5			2 | 1	1
5927	3	0	0	0	3	0	0	2	98	98	2	2	2	0	3	20	2	1	1	1	16	2	2	40	2	1	7	2	99	B	177 766	359 813	2	U	340	Coimbra	3	14.4	2	Solum		1 | 2	1
5928	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	21	2	2	2	3	16	0	2	47	1	2	11	2	99	C	176 250	360 533	2	U	311	Coimbra	3	32.8	2	Olivais		1 | 2	1
5929	4	0	1	0	3	3	4	1	98	98	2	1	1	0	2	19	2	2	3	1	16	2	2	44	1	6	3	1	99	C	175 478	359 134	2	U	301	Coimbra	3	14.4	2	Solum		1 | 2	1
5930	2	0	0	1	1	0	0	1	98	98	2	1	1	0	3	18	1	1	1	3	16	0	2	53	2	1	7	2	99	B	176 694	360 154	1	U	313	Coimbra	3	34.4	2	Olivais		1 | 1	1
5931	5	0	0	1	4	0	0	2	98	98	2	1	1	0	3	19	2	3	3	1	16	2	2	47	1	6	14	2	99	E	175 831	359 157	5	U	317	Coimbra	3	14.4	2	Solum		1 | 2	1
5933	3	0	0	0	3	0	0	2	1	98	2	2	2	0	2	21	1	2	2	1	16	2	2	55	1	3	12	1	99	D	177 154	360 229	5	U	339	Coimbra	3	15.6	2	Solum		1 | 1	1
5934	5	0	1	0	4	99	99	3	98	98	2	2	2	0	2	83	2	2	3	3	10	0	1				10		99	C	176 677	360 160	1	U	313	Coimbra	1	26.2	2			4 | 2	1
5935	4	2	0	0	2	0	0	1	98	98	1		0	1	3	30	2	2	1	5	15	1	2	35	1	4	11	2	99	D	177 073	359 902	1	U	315	Coimbra	1	37.5	2			2 | 2	1
5936	4	0	0	0	4	0	0	3	98	98	1	0		1	2	21	2	1	4	1	16	2	2	51	1	3	12	1	99	D	178 014	359 345	4	U	340	Coimbra	3	14.4	2	Solum		1 | 2	1
5937	4	0	0	0	4	0	0	2	98	98	2	2	2	0	2	22	1	1	4	3	16	0	2	28	1	1	4	1	99	A	176 979	360 229	1	U	339	Coimbra	3	34.4	2	Olivais		1 | 1	1
5938	1	0	0	0	1	0	0	98	98	98	1	0	0	1	3	64	2	98	98	6	15	0	1				15		1	D	140 034	342 761	2	R	123	Figueira da Foz	2	58.9	0			3 | 2	1
5939	2	0	0	0	2	0	0	98	98	98	1	0	0	1	3	67	1	98	98	6	10	0	1				10		99	D	174 827	360 335	4	U	302	Coimbra	1	12.1	0			4 | 1	1
5940	2	0	0	0	2	0	0	1	98	98	1		0	1	3	61	1	1	1	3	10	0	2	54	2	6	4	1	3	C	176 201	362 663	2	U	336	Coimbra	1	13.1	0			3 | 1	1
5941	3	0	0	0	3	0	0	1	98	98	2	1	1	0	3	19	2	98	1	1	16	2	2	65	2	6	10	2	99	D	176 903	359 465	2	U	315	Coimbra	3	14.4	3	Solum		1 | 2	1
5942	1	0	0	0	1	0	0	1	98	98	1		0	1	2	24	2	1	1	3	16	2	1				16		99	C	177 177	358 197	1	U	322	Coimbra	3	32.8	2	Olivais		1 | 2	1
5943	4	0	0	1	3	0	0	2	98	98	2	2	2	0	2	23	2	2	3	1	16	2	2	46	1	4	12	1	99	D	177 041	359 915	2	U	315	Coimbra	3	14.4	2	Solum		1 | 2	1
5944	1	0	0	0	1	0	0	98	98	98	2	1	98	0	3	69	2	1	98	6	10	0	1				10		1	D	175 916	358 950	2	U	316	Coimbra	1	35.0	4			4 | 2	1
5945	1	0	0	0	1	0	0	98	98	98	1	0	0	1	3	79	2	98	98	7	10	0	1				10		99	D	174 840	357 914	1	U	306	Coimbra	1	80.5	2			4 | 2	1
5946	2	0	0	0	2	0	0	2	98	98	2	2	2	0	2	64	2	98	2	6	10	1	2	65	1	6	10	2	99	D	163 735	320 988	4	U	115	Pombal	2	36.8	3			3 | 2	1
5947	6	0	0	2	4	0	0	3	98	98	2	2	2	0	2	23	2	2	3	1	16	2	2	45	1	6	12	2	99	E	176 550	358 317	2	U	322	Coimbra	3	14.4	2	Solum		1 | 2	1
5948	3	0	0	0	3	0	0	1	98	98	2	1	1	0	3	24	2	99	1	3	16	0	2		99	99	99	99	99	99	176 792	360 808	1	U	313	Coimbra	3	32.8	2	Olivais		1 | 2	1
5949	5	0	0	0	5	0	0	3	98	98	2	3	3	0	2	58	2	2	5	1	10	0	1				10		99	B	176 237	361 572	2	U	312	Coimbra	1	14.3	1			3 | 2	1
5950	4	0	0	0	4	0	0	2	98	98	2	2	2	0	3	19	2	3	3	1	16	2	2	50	1	6	14	2	99	E	177 100	360 307	2	U	339	Coimbra	3	14.4	3	Solum		1 | 2	1
5951	4	0	0	0	4	0	0	3	98	98	2	3	3	0	3	25	1	3	3	3	16	0	2	56	1	1	4	1	99	A	175 083	360 259	1	U	302	Coimbra	3	34.4	2	Olivais		2 | 1	1
5952	4	0	0	0	4	0	0	2	98	98	2	2	2	0	2	62	1	2	2	6	10	0	2	55	2	6	14	2	99	E	142 460	353 007	1	R	63	Figueira da Foz	2	39.6	0			3 | 1	1
5953	2	0	0	0	2	0	0	98	98	98	1	0	0	1	3	79	2	98	98	7	10	2	2	80	1	6	10	2	99	D	158 274	328 308	4	R	45	Pombal	2	33.0	0			4 | 2	1
5954	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	22	1	2	3	1	16	2	2	48	1	6	12	2	99	E	177 524	359 501	2	U	340	Coimbra	3	15.6	3	Solum		1 | 1	1
5955	4	2	0	0	2	0	0	2	98	98	2	1	1	0	2	32	2	2	2	1	7	2	2	34	1	1	7	2	99	B	174 994	360 729	1	U	308	Coimbra	1	22.7	4			2 | 2	1
5956	1	0	0	0	1	0	0	98	98	98	1	0	0	1	3	79	1	98	98	7	10	0	1				10		1	D	144 475	346 377	4	R	126	Figueira da Foz	2	43.8	0			4 | 1	1
5957	3	0	0	0	3	0	0	2	98	98	2	1	1	0	2	22	2	1	3	1	16	2	2	60	1	6	6	1	99	C	173 926	359 834	2	U	307	Coimbra	3	38.1	2	Olivais (Pólo III)		1 | 2	1
5958	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	72	2	98	1	6	15	0	2	77	1	1	10	99	99	B	176 632	358 817	2	U	318	Coimbra	1	11.6	2			4 | 2	1
5959	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	22	2	2	3	3	16	0	2	51	1	1	11	2	99	B	176 502	360 487	2	U	313	Coimbra	3	32.8	4	Olivais		1 | 2	1
5960	2	0	0	0	2	0	0	98	1	98	2	1	1	0	2	63	1	1	1	6	10	0	2	57	2	6	11	2	2	D	142 574	352 957	1	R	63	Figueira da Foz	2	39.6	0			3 | 1	1
5961	2	0	0	0	2	0	0	2	98	98	2	1	1	0	2	27	2	2	2	3	11	2	2	26	1	4	14	2	99	E	158 482	328 002	1	U	45	Pombal	2	46.2	2			2 | 2	1
5963	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	50	1	2	2	6	6	1	1				6		99	C	145 461	347 739	4	R	126	Figueira da Foz	2	26.8	0			3 | 1	1
5964	6	1	1	0	4	6	4	1	98	98	2	1	1	0	3	39	2	2	1	5	14	2	2	43	1	5	11	2	99	D	135 652	343 333	4	R	123	Figueira da Foz	2	49.9	2			2 | 2	1
5965	2	0	0	0	2	0	0	1	1	98	2	1	1	0	1	67	2	98	1	6	10	2	2	66	1	6	10	2	99	D	159 001	324 235	4	R	45	Pombal	2	33.0	2			4 | 2	1
5966	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	82	2	98	99	7	10	0	2	87	1	7	10	2	99	D	157 112	326 955	2	U	45	Pombal	2	33.0	0			4 | 2	1
5967	3	0	0	0	3	0	0	2	98	98	2	2	2	0	3	57	2	1	2	6	15	0	2	60	1	6	10	2	99	D	142 543	335 307	4	R	118	Pombal	2	56.0	0			3 | 2	1
5968	2	0	0	0	2	0	0	98	98	98	1	0	0	1	3	72	2	2	98	7	10	0	2	71	1	6	10	99	2	D	176 329	360 589	1	U	313	Coimbra	1	26.2	2			4 | 2	1
5969	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	20	2	1	2	3	16	0	2	45	1	6	14	2	99	E	145 461	347 739	4	R	126	Figueira da Foz	2	25.4	2			1 | 2	1
5970	6	1	0	0	5	0	0	1	98	98	1		0	1	3	73	2	1	1	6	10	0	1				10		1	D	174 953	360 746	1	U	308	Coimbra	1	33.8	2			4 | 2	1
5971	4	0	0	1	3	0	0	2	98	98	2	4	2	0	2	44	1	1	1	4	4	1	1				4		99	B	161 416	337 554	4	R	46	Pombal	2	42.6	2			2 | 1	1
5972	3	0	0	0	3	0	0	1	98	98	2	1	1	0	3	18	1	2	1	3	16	2	2	65	1	4	6	1	99	C	174 164	361 583	1	U	331	Coimbra	1	30.4	3			1 | 1	1
5973	1	0	0	0	1	0	0	98	98	98	2	1	98	0	3	74	2	98	98	3	10	2	1				10		2	C	157 715	326 749	1	U	45	Pombal	2	33.0	0			4 | 2	1
5974	2	0	0	0	2	0	0	1	98	98	2	2	1	0	2	77	1	98	1	5	10	0	1				10		3	D	177 967	360 662	1	U	342	Coimbra	1	6.3	3			4 | 1	1
5975	3	0	0	0	3	0	0	1	1	98	2	1	1	0	2	21	2	2	3	1	13	0	2	45	1	5	14	2	99	E	143 537	357 192	1	R	127	Figueira da Foz	2	53.6	2			1 | 2	1
5976	3	0	0	0	3	0	0	2	98	98	2	1	1	0	2	54	2	2	2	6	11	2	2	54	1	6	12	2	3	E	176 328	358 639	1	U	320	Coimbra	1	29.1	4			3 | 2	1
5977	3	0	0	0	3	0	0	1	98	98	2	2	1	0	2	53	2	1	2	6	15	0	2	54	1	4	6	1	99	C	157 888	327 865	1	U	45	Pombal	2	41.4	0			3 | 2	1
5978	3	0	0	0	3	0	0	1	98	98	2	1	1	0	2	52	1	2	2	3	11	2	1				11		3	C	178 221	360 408	1	U	342	Coimbra	1	25.9	4			3 | 1	1
5979	5	1	0	0	4	0	0	2	98	98	1	0	0	1	2	35	1	1	2	6	13	0	2	38	2	6	12	2	99	E	145 489	347 868	1	R	126	Figueira da Foz	2	55.8	0			2 | 1	1
5980	2	0	0	0	2	0	0	2	98	98	2	1	1	0	2	74	1	98	2	1	10	0	1				10		5	B	174 338	360 718	2	U	303	Coimbra	1	13.4	0			4 | 1	1
5981	2	0	0	0	2	0	0	1	98	98	1		0	1	2	70	1	98	1	6	10	2	1				10		99	D	150 587	326 052	4	R	45	Pombal	2	35.4	2			4 | 1	1
5982	3	0	0	0	3	0	0	1	98	98	2	1	1	0	2	61	1	1	1	6	14	2	1				14		99	E	144 811	355 961	2	R	127	Figueira da Foz	2	42.6	2			3 | 1	1
5983	4	0	0	0	4	0	0	2	98	98	1	0	0	2	2	55	1	3	4	1	10	0	1				10		4	B	177 924	360 629	1	U	337	Coimbra	1	11.1	2			3 | 1	1
5984	6	1	0	0	5	0	0	3	2	98	2	3	3	0	2	73	1	2	3	6	10	0	1				10		99	D	143 143	360 924	4	R	127	Figueira da Foz	2	44.1	0			4 | 1	1
5985	5	1	0	0	4	0	0	2	98	98	2	1	1	0	2	63	2	2	4	6	10	0	2	72	1	6	10	99	1	D	176 238	358 549	1	U	320	Coimbra	1	29.1	2			3 | 2	1
5986	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	64	2	98	1	6	15	0	2	69	1	6	10	99	99	D	138 577	360 885	1	R	129	Figueira da Foz	2	69.4	0			3 | 2	1
5987	3	0	0	0	3	0	0	1	98	98	2	3	1	0	2	72	2	98	1	6	10	0	2	75	1	6	10	99	1	D	174 276	365 331	1	U	334	Coimbra	1	68.9	0			4 | 2	1
5988	3	0	0	0	3	0	0	2	98	98	2	1	1	0	1	71	2	1	3	6	10	0	1				10		2	D	176 021	359 969	1	U	314	Coimbra	1	17.6	2			4 | 2	1
5989	5	0	0	0	5	0	0	3	1	98	2	5	3	0	2	64	1	2	3	6	10	0	1				10		99	D	138 694	360 900	1	R	129	Figueira da Foz	2	34.6	2			3 | 1	1
5990	2	0	0	0	2	0	0	98	1	98	1	0	0	1	3	22	2	1	99	3	16	2	1				16		99	C	145 683	347 489	1	R	126	Figueira da Foz	2	25.4	2			1 | 2	1
5991	1	0	0	0	1	0	0	1	98	98	2	1	1	0	1	86	2	98	99	3	10	0	1				10		1	C	176 639	358 981	1	U	318	Coimbra	1	11.6	2			4 | 2	1
5992	3	1	0	0	2	0	0	2	1	98	2	1	1	0	2	37	2	2	2	1	7	2	1				7		99	B	138 444	361 224	1	R	129	Figueira da Foz	2	83.4	0			2 | 2	1
5993	2	0	0	0	2	0	0	98	98	98	1	0	0	1	3	73	2	98	98	5	10	0	1				10		2	D	176 248	359 479	2	U	315	Coimbra	1	19.0	0			4 | 2	1
5994	3	1	0	0	2	0	0	1	98	98	2	1	1	0	3	64	2	1	1	6	10	0	1				10		99	D	139 117	360 944	4	R	129	Figueira da Foz	2	69.4	0			3 | 2	1
5995	1	0	0	0	1	0	0	1	1	98	2	1	1	0	2	55	2	1	1	3	99	1	1				99		99	99	176 652	358 698	1	U	320	Coimbra	1	29.1	0			3 | 2	1
5996	2	0	0	0	2	0	0	98	98	98	1	0	0	1	3	77	1	98	98	7	10	0	1				10		1	D	145 615	346 690	4	R	126	Figueira da Foz	2	43.8	0			4 | 1	1
5997	5	1	0	0	4	0	0	2	98	98	1	0	0	1	2	64	1	3	3	7	6	1	1				6		99	D	144 953	356 236	4	R	127	Figueira da Foz	2	42.6	0			3 | 1	1
5998	4	1	0	1	2	0	0	2	98	98	2	2	2	0	3	15	1	1	2	4	16	2	2	41	1	3	11	2	3	C	149 021	384 955	1	U	1	Mira	2	37.2	2			1 | 1	1
5999	4	0	0	0	4	0	0	2	98	98	2	2	2	0	2	43	2	2	3	6	4	1	2	48	1	6	12	1	3	E	143 560	387 657	2	U	100	Mira	2	33.6	2			2 | 2	1
6000	3	0	0	0	3	0	0	2	1	98	2	2	2	0	2	60	1	2	2	6	11	2	1				11		99	D	143 660	355 832	4	R	127	Figueira da Foz	2	42.6	2			3 | 1	1
6001	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	65	2	98	3	3	10	0	1				10		99	C	139 272	360 623	1	R	129	Figueira da Foz	2	49.9	0			4 | 2	1
6002	4	0	0	1	3	0	0	1	1	98	1		0	1	3	16	2	1	2	4	16	2	2	71	1	7	10	99	1	D	143 943	390 102	1	U	100	Mira	2	39.8	2			1 | 2	1
6003	3	0	0	1	2	0	0	1	98	98	2	1	1	0	3	15	1	1	1	4	16	2	2	53	1	7	14	2	99	E	147 686	385 439	2	U	1	Mira	2	37.2	2			1 | 1	1
6004	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	64	1	1	1	6	10	0	1				10		2	D	139 151	360 591	1	R	129	Figueira da Foz	2	34.6	0			3 | 1	1
6005	3	0	0	1	2	0	0	2	98	98	1	0	0	1	3	15	2	2	2	4	16	2	2	46	2	3	11	2	99	C	143 241	387 591	1	U	100	Mira	2	39.8	2			1 | 2	1
6006	2	0	0	0	2	0	0	1	98	98	2	1	1	0	3	61	2	1	1	6	6	1	2	62	1	6	10	99	2	D	149 138	384 722	1	U	1	Mira	2	23.9	2			3 | 2	1
6007	5	0	0	0	5	0	0	3	98	98	2	3	3	0	2	19	2	4	4	3	16	0	2	40	1	4	12	1	99	D	176 362	360 659	2	U	313	Coimbra	3	32.8	2	Olivais		1 | 2	1
6008	3	0	0	0	3	0	0	2	98	98	1	0	0	1	2	19	2	1	3	1	16	2	2	51	2	2	9	2	99	B	176 861	359 014	2	U	318	Coimbra	3	27.1	2	Vale das Flores		1 | 2	1
6009	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	19	2	1	3	3	16	0	2	48	1	1	11	2	99	B	176 304	360 183	2	U	314	Coimbra	3	32.8	2	Olivais		1 | 2	1
6010	4	0	0	0	4	0	0	1	98	98	2	2	2	0	3	19	2	3	2	1	16	2	2	40	2	6	11	2	99	D	177 376	359 138	1	U	340	Coimbra	3	27.1	2	Vale das Flores		1 | 2	1
6011	2	0	0	0	2	0	0	98	98	98	2	1	98	0	3	76	1	98	98	7	10	0	1				10		1	D	144 024	358 251	4	R	127	Figueira da Foz	2	44.1	0			4 | 1	1
6012	3	0	0	0	3	0	0	2	98	98	2	1	1	0	3	18	2	2	2	1	16	2	2	40	2	5	4	1	99	B	176 096	358 930	5	U	318	Coimbra	3	27.1	2	Vale das Flores		1 | 2	1
6014	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	63	1	98	2	1	10	0	1				10		99	B	174 137	361 545	2	U	331	Coimbra	1	38.8	2			3 | 1	1
6015	4	0	0	0	4	0	0	1	1	98	2	1	1	0	3	18	1	1	1	1	16	2	2	42	1	5	12	1	99	D	172 204	360 687	2	U	328	Coimbra	3	22.3	2	Vale das Flores		1 | 1	1
6017	4	0	0	0	4	0	0	2	98	98	2	2	2	0	2	69	1	1	2	6	10	0	1				10		99	D	173 781	358 258	2	U	324	Coimbra	1	10.8	0			4 | 1	1
6018	3	0	0	0	3	0	0	1	98	98	2	1	1	0	3	22	2	2	1	3	16	0	2	39	2	6	6	1	99	C	172 625	360 396	2	U	328	Coimbra	3	41.6	2	Bencanta		1 | 2	1
6019	5	0	0	0	5	0	0	3	98	98	2	3	3	0	2	18	1	2	4	1	16	2	2	50	1	6	6	1	99	C	175 023	360 266	2	U	302	Coimbra	3	22.3	2	Vale das Flores		1 | 1	1
6020	4	0	0	0	4	0	0	3	98	98	2	3	3	0	2	19	1	3	4	3	16	0	2	41	1	4	3	1	99	B	172 212	359 713	1	U	328	Coimbra	3	51.6	2	Bencanta		1 | 1	1
6021	2	0	0	0	2	0	0	1	1	98	2	2	1	0	2	78	1	98	1	6	10	0	1				10		1	D	143 871	357 470	1	R	127	Figueira da Foz	2	44.1	0			4 | 1	1
6022	1	0	0	0	1	0	0	1	98	98	2	1	1	0	2	74	1	98	1	6	10	2	1				10		99	D	161 185	324 954	4	R	45	Pombal	2	35.4	2			4 | 1	1
6023	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	20	1	2	3	3	16	0	2	50	1	3	3	2	99	A	174 374	360 604	2	U	303	Coimbra	3	51.6	2	Bencanta		1 | 1	1
6024	2	0	0	0	2	0	0	98	3	98	2	1	98	0	3	64	1	98	99	6	10	0	1				10		99	D	171 425	391 148	4	R	10	Anadia	2	50.5	0			3 | 1	1
6025	2	0	0	0	2	0	0	1	1	98	2	1	1	0	3	64	2	1	1	7	15	0	2	60	1	6	11	2	99	D	152 455	333 412	2	R	121	Pombal	2	41.4	0			3 | 2	1
6026	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	64	1	98	1	6	10	0	1				10		99	D	168 980	390 750	4	R	10	Anadia	2	50.5	0			3 | 1	1
6028	5	0	0	0	5	0	0	3	98	98	2	3	3	0	3	26	1	2	3	1	16	2	2	60	1	1	7	2	99	B	176 147	358 983	2	U	318	Coimbra	3	22.3	6	Vale das Flores		2 | 1	1
6029	1	0	0	0	1	0	0	1	98	98	2	1	1	0	3	62	2	98	99	6	10	0	1				10		99	D	154 902	327 156	4	R	45	Pombal	2	41.4	0			3 | 2	1
6030	4	0	0	0	4	0	0	3	98	98	2	3	3	0	2	20	1	1	4	1	16	2	2	45	1	3	9	2	99	C	176 474	358 655	2	U	320	Coimbra	3	22.3	2	Vale das Flores		1 | 1	1
6031	4	1	1	0	2	2	3	1	98	98	2	1	1	0	2	43	1	1	2	6	12	1	1				12		99	E	166 653	383 228	2	R	107	Anadia	2	76.0	2			2 | 1	1
6032	2	0	0	0	2	0	0	1	98	98	2	1	1	0	1	61	2	98	1	6	15	0	2	60	1	6	10	2	1	D	158 606	324 670	4	R	45	Pombal	2	41.4	0			3 | 2	1
6033	4	0	0	0	4	0	0	2	98	98	2	1	1	0	3	77	2	2	1	1	10	0	2	74	1	3	10	99	99	C	176 829	359 758	1	U	315	Coimbra	1	19.0	0			4 | 2	1
6034	3	0	0	1	2	0	0	2	98	98	1	0	0	1	2	21	1	1	2	1	16	2	2	42	2	3	9	2	99	C	177 595	358 307	1	U	341	Coimbra	3	37.7	3	Pólo II		1 | 1	1
6035	5	0	0	0	5	0	0	3	98	98	2	3	3	0	2	53	2	3	5	6	15	0	2	52	1	6	14	2	99	E	152 801	338 800	4	R	121	Pombal	2	41.4	0			3 | 2	1
6036	2	0	0	1	1	0	0	2	98	98	2	2	2	0	2	18	1	1	2	3	16	0	2	46	1	5	14	2	99	E	174 374	360 604	2	U	303	Coimbra	3	51.6	2	Bencanta		1 | 1	1
6037	3	0	0	0	3	0	0	4	1	98	2	1	1	0	2	22	1	2	3	1	16	2	2	54	1	4	6	1	99	C	176 376	359 943	2	U	314	Coimbra	3	37.7	4	Pólo II		1 | 1	1
6038	4	2	0	0	2	0	0	2	98	98	2	2	2	0	2	38	1	2	2	1	4	1	1				4		6	A	174 788	360 006	1	U	303	Coimbra	1	11.4	6			2 | 1	1
6039	5	2	0	1	2	0	0	2	98	98	2	2	2	0	2	34	2	2	2	4	6	1	1				6		99	C	172 330	388 019	4	R	12	Anadia	2	39.1	4			2 | 2	1
6040	2	0	0	0	2	0	0	1	98	98	2	1	1	0	2	25	1	98	2	3	16	0	2		99	99	99	99	99	99	176 770	359 936	1	U	315	Coimbra	3	34.4	2	Olivais		2 | 1	1
6041	5	0	0	0	5	0	0	5	2	98	2	4	4	0	2	56	1	5	5	6	12	1	1				12		99	E	157 635	326 900	1	U	45	Pombal	2	41.1	6			3 | 1	1
6042	5	0	0	0	5	0	0	98	98	98	1	0	0	1	3	60	2	98	98	99	10	0	1				10		99	99	174 482	359 553	1	U	307	Coimbra	1	26.7	2			3 | 2	1
6043	4	0	1	1	2	3	1	2	98	98	2	2	2	0	3	17	1	2	2	1	16	2	2	42	2	1	7	2	99	B	176 910	358 549	2	U	320	Coimbra	3	37.7	3	Pólo II		1 | 1	1
6044	1	0	0	0	1	0	0	98	98	98	1	0	0	1	3	70	2	98	98	6	10	2	1				10		1	D	153 106	327 378	4	R	45	Pombal	2	33.0	0			4 | 2	1
6045	2	0	0	0	2	0	0	98	98	98	1	0	0	1	3	44	2	98	98	6	15	0	2	58	1	6	10	99	99	D	166 748	386 287	4	R	108	Anadia	2	39.9	0			2 | 2	1
6046	4	0	0	0	4	0	0	3	1	98	2	2	2	0	2	22	1	2	4	1	16	2	2	49	1	6	4	1	99	C	174 452	358 686	5	U	306	Coimbra	3	37.7	3	Pólo II		1 | 1	1
6047	3	0	0	0	3	0	0	2	98	98	2	2	2	0	3	19	1	2	2	3	16	0	2	56	1	1	7	2	99	B	177 338	358 970	2	U	319	Coimbra	3	34.4	2	Olivais		1 | 1	1
6048	4	0	0	0	4	0	0	2	98	98	2	2	2	0	2	23	1	2	3	1	16	2	2	53	1	1	3	2	99	A	175 478	359 134	2	U	301	Coimbra	3	37.7	2	Pólo II		1 | 1	1
6049	4	1	0	1	2	0	0	1	98	98	1		0	1	3	17	2	3	1	4	13	2	2	31	2	5	99	2	99	99	176 310	361 104	2	U	312	Coimbra	1	9.4	2			1 | 2	1
6050	2	0	0	0	2	0	0	98	98	98	1	0	0	1	3	40	2	1	98	7	15	0	2	45	1	6	14	2	99	E	165 634	388 998	2	R	108	Anadia	2	39.9	0			2 | 2	1
6051	4	0	0	0	4	0	0	3	98	98	2	3	3	0	2	25	1	3	4	1	16	2	2	55	1	6	6	1	99	C	176 474	358 655	2	U	320	Coimbra	3	37.7	2	Pólo II		2 | 1	1
6052	2	0	0	0	2	0	0	98	98	98	1	0	0	1	3	59	2	1	98	7	6	1	2	70	1	7	10	99	1	D	173 968	386 568	4	R	12	Anadia	2	33.3	0			3 | 2	1
6053	4	0	0	0	4	0	0	2	98	98	2	2	2	0	2	22	1	2	4	3	16	0	2	54	1	1	7	2	99	B	175 655	360 369	2	U	308	Coimbra	3	34.4	2	Olivais		1 | 1	1
6054	2	0	0	0	2	0	0	98	98	98	1	0	0	1	3	44	2	98	98	6	99	0	1				99		99	99	156 750	327 441	2	U	45	Pombal	2	46.2	2			2 | 2	1
6055	4	0	0	0	4	0	0	4	1	98	1	0		1	2	21	1	2	4	1	16	2	2	55	1	1	7	2	99	B	175 591	360 282	2	U	302	Coimbra	3	37.7	2	Pólo II		1 | 1	1
6056	4	0	0	1	3	0	0	2	98	98	2	2	2	0	2	18	1	1	4	3	16	0	2	48	1	4	14	2	99	E	177 128	360 409	1	U	339	Coimbra	3	34.4	2	Olivais		1 | 1	1
6057	4	0	1	0	3	3	4	2	98	98	2	1	1	0	3	18	2	2	2	1	16	2	2	48	1	4	7	2	99	C	176 186	358 997	2	U	318	Coimbra	3	52.4	2	Pólo II		1 | 2	1
6058	1	0	0	0	1	0	0	98	98	98	2	1	98	0	3	64	1	98	98	6	10	0	1				10		99	D	171 425	391 148	4	R	10	Anadia	2	50.5	0			3 | 1	1
6059	4	0	0	0	4	0	0	4	1	98	2	5	4	0	2	59	1	4	3	6	12	1	1				12		99	E	173 253	387 491	4	R	12	Anadia	2	65.7	2			3 | 1	1
6060	4	0	1	0	3	2	3	2	98	98	2	1	1	0	2	62	2	2	3	2	10	2	1				10		99	B	156 930	326 923	1	U	45	Pombal	2	41.4	4			3 | 2	1
6062	2	0	0	0	2	0	0	98	98	98	2	1	98	0	3	80	2	1	98	1	10	0	1				10		1	B	176 360	358 984	2	U	318	Coimbra	1	11.6	0			4 | 2	1
6063	3	0	0	1	2	0	0	1	98	98	2	1	1	0	3	18	2	2	1	3	16	0	2	47	1	6	14	2	99	E	175 848	358 520	2	U	320	Coimbra	3	32.8	2	Olivais		1 | 2	1
6064	2	0	0	0	2	0	0	98	98	98	2	1	98	0	3	80	2	1	98	1	10	0	1				10		1	B	176 360	358 984	1	U	318	Coimbra	1	11.6	0			4 | 2	1
6065	3	0	0	0	3	0	0	3	1	98	2	2	2	0	2	19	1	2	3	1	16	2	2	51	1	1	3	2	99	A	176 802	358 767	2	U	318	Coimbra	3	37.7	2	Pólo II		1 | 1	1
6066	3	0	0	0	3	0	0	1	1	98	2	2	1	0	3	64	2	2	2	6	10	0	1				10		99	D	173 968	386 568	4	R	12	Anadia	2	33.3	2			3 | 2	1
6067	3	0	0	0	3	0	0	2	98	98	2	2	2	0	2	51	2	2	3	6	15	0	2	56	1	6	11	2	99	D	155 745	322 909	1	U	45	Pombal	2	41.4	0			3 | 2	1
