Inq	Viagem	P1-Iniciou a viagem em casa	Origem_X	Origem_Y	Origem_Georef	Origem_Tipo	Origem_Zona	Origem_Conc	P3-Motivo da viagem	P4-Viagem terminou em casa	Destino_X	Destino_Y	Destino_Georef	Destino_Tipo	Destino_Zona	Destino_Conc	Hora de Inicio	Hora de Fim	Duração	P6-Mudou alguma vez de modo de transporte	P6_Vezes que mudou de modo de transporte	P9-Modo de transporte utilizado para chegar ao destino	Modo de transporte agregado	P10-Local de estacionamento	P11_a-Preço pago pelo estacionamento (base diária)	P11_b-Preço pago pelo estacionamento (base mensal)	P12-Automóvel disponível	P13_a-Primeira Razão da escolha do modo a pé / TC	P13_b-segunda Razão da escolha do modo a pé / TC	P.14-Título de transporte	P.14a-Tipo de passe	Classifica Companhia	P15_a-Fez a viagem sempre acompanhado	P15_b-Fez algum desvio ao seu percurso por ir acompanhado	P15_c_Frequencia_Viagem	Tipo de inquérito	Zona_Residencia	Coeficientes Expansão Total	Hora de Inicio	Hora de Fim	Duração	Distancia	Viagens	Velocidades
8534	1	1	191651.04	359250.66	4	R	27	Vila Nova de Poiares	1	2	171308.47	354305.76	3	R	345	Coimbra	07:30	8:10	00:40	1	0	3	TI	5	0	0						1			1	2	27	14.9	450	490	40	21	2	31.4
8534	2	2	171308.47	354305.76	3	R	345	Coimbra	3	1	191651.04	359250.66	4	R	27	Vila Nova de Poiares	18:00	18:40	00:40	1	0	3	TI	5	0	0						1			1	2	27	14.9	1 080	1 120	40	21	2	31.4
8537	1	1	185197.57	362620.02	4	R	25	Vila Nova de Poiares	4	2	189333.59	360424.2	3	U	25	Vila Nova de Poiares	08:00	8:20	00:20	1	0	17	TC		0	0	2			1		1			3	2	25	35.6	480	500	20	5	2	14.05
8537	2	2	189333.59	360424.2	3	U	25	Vila Nova de Poiares	3	1	185197.57	362620.02	4	R	25	Vila Nova de Poiares	12:00	12:20	00:20	1	0	17	TC		0	0	2			1		1			3	2	25	35.6	720	740	20	5	2	14.05
8538	1	1	173983.1781	358893.4726	1	U	323	Coimbra	7	2	171873.2	355632.96	3	U	345	Coimbra	08:00	08:15	0:15	1	0	3	TI	1								3		2	1	1	323	33.5	480	495	15	4	3	15.53
8538	2	2	171873.2	355632.96	3	U	345	Coimbra	1	2	174742.6	360263.35	2	U	303	Coimbra	8:15	08:30	0:15	1	0	3	TI	3								1			1	1	323	33.5	495	510	15	5	3	21.79
8538	3	2	174742.6	360263.35	2	U	303	Coimbra	3	1	173983.1781	358893.4726	1	U	323	Coimbra	19:10	19:25	00:15	1	0	3	TI	5								1			1	1	323	33.5	1 150	1 165	15	2	3	6.27
8539	1	1	175044.359	360074.667	1	U	301	Coimbra	2	2	175048.35	360007.08	3	U	301	Coimbra	12:40	12:50	0:10	1	0	1	Pé		0	0	2					1			1	1	301	23.5	760	770	10	0	2	0.41
8539	2	2	175048.35	360007.08	3	U	301	Coimbra	3	1	175044.359	360074.667	1	U	301	Coimbra	18:50	19:00	0:10	1	0	1	Pé		0	0	2					1			1	1	301	23.5	1 130	1 140	10	0	2	0.41
8541	1	1	189174.05	363375.63	4	R	25	Vila Nova de Poiares	1	2	174121.75	360960.73	3	U	303	Coimbra	07:30	8:30	01:00	1	0	17	TC		0	0	2			1		1			2	2	25	31.1	450	510	60	15	2	15.24
8541	2	2	174121.75	360960.73	3	U	303	Coimbra	3	1	189174.05	363375.63	4	R	25	Vila Nova de Poiares	18:00	19:00	01:00	1	0	17	TC		0	0	2			1		1			2	2	25	31.1	1 080	1 140	60	15	2	15.24
8542	1	1	176031.0516	358645.3035	2	U	316	Coimbra	1	2	176265.93	360353.95	3	U	314	Coimbra	08:00	08:30	00:30	1	0	3	TI	1								1			1	1	316	21.6	480	510	30	2	3	3.45
8542	2	2	176265.93	360353.95	3	U	314	Coimbra	5	2	175571.62	359842.06	2	U	302	Coimbra	17:45	18:00	00:15	1	0	3	TI	2	0.5							1			2	1	316	21.6	1 065	1 080	15	1	3	3.45
8542	3	2	175571.62	359842.06	2	U	302	Coimbra	3	1	176031.0516	358645.3035	2	U	316	Coimbra	19:15	19:40	00:25	1	0	3	TI	5								1			2	1	316	21.6	1 155	1 180	25	1	3	3.08
8543	1	1	137992.62	351039.7	1	U	66	Figueira da Foz	1	2	135424.09	360106.3	4	R	129	Figueira da Foz	08:30	9:15	00:45	1	0	1	Pé		0	0	2					1			1	2	66	38	510	555	45	9	2	12.56
8543	2	2	135424.09	360106.3	4	R	129	Figueira da Foz	3	1	137992.62	351039.7	1	U	66	Figueira da Foz	17:00	17:45	00:45	1	0	1	Pé		0	0	2					1			1	2	66	38	1 020	1 065	45	9	2	12.56
8544	1	1	172368.8942	360252.2992	5	U	328	Coimbra	2	2	172481.24	360478.01	3	U	328	Coimbra	09:30	09:55	00:25	1	0	12	TC				2			3	9	1			1	1	328	10.4	570	595	25	0	2	0.61
8544	2	2	172481.24	360478.01	3	U	328	Coimbra	3	1	172368.8942	360252.2992	5	U	328	Coimbra	19:30	19:50	00:20	1	0	4	TI		0	0						3		2	2	1	328	10.4	1 170	1 190	20	0	2	0.76
8545	1	1	177472.6749	358865.7222	1	U	341	Coimbra	1	2	173832.65	358232.37	3	U	324	Coimbra	08:30	9:10	0:40	1	0	3	TI	1		0						1			1	1	341	45.5	510	550	40	4	2	5.54
8545	2	2	173832.65	358232.37	3	U	324	Coimbra	3	1	177472.6749	358865.7222	1	U	341	Coimbra	19:00	19:40	0:40	1	0	3	TI	1								1			1	1	341	45.5	1 140	1 180	40	4	2	5.54
8546	1	1	189204.2	360534.8	7	U	25	Vila Nova de Poiares	2	2	176261.49	356392.84	3	U	344	Coimbra	8:30	9:00	00:30	1	0	3	TI	1	0	0						1			1	2	25	32.6	510	540	30	14	2	27.18
8546	2	2	176261.49	356392.84	3	U	344	Coimbra	3	1	189204.2	360534.8	7	U	25	Vila Nova de Poiares	16:30	17:00	00:30	1	0	3	TI	5	0	0						1			1	2	25	32.6	990	1 020	30	14	2	27.18
8547	1	1	173629.531	363646.2089	1	U	333	Coimbra	1	2	176625.55	359606.84	3	U	315	Coimbra	9:30	9:50	0:20	1	0	3	TI	5	0	0						1			1	1	333	17	570	590	20	5	2	15.09
8547	2	2	176625.55	359606.84	3	U	315	Coimbra	3	1	173629.531	363646.2089	1	U	333	Coimbra	16:30	16:45	0:15	1	0	3	TI	1	0	0						1			1	1	333	17	990	1 005	15	5	2	20.12
8549	1	1	175799.5259	358446.947	1	U	320	Coimbra	1	2	174807.64	360267.05	3	U	301	Coimbra	08:00	08:30	00:30	1	0	3	TI	1								1			1	1	320	32.7	480	510	30	2	2	4.15
8549	2	2	174807.64	360267.05	3	U	301	Coimbra	3	1	175799.5259	358446.947	1	U	320	Coimbra	18:00	18:20	00:20	1	0	3	TI	1								4		2	1	1	320	32.7	1 080	1 100	20	2	2	6.22
8550	1	1	150467.49	382035.9	2	R	1	Mira	1	2	157090.45	383457.2	3	R	2	Cantanhede	10:15	10:30	0:15	1	0	1	Pé		0	0	1	8	2			1			1	2	1	47.7	615	630	15	7	2	27.1
8550	2	2	157090.45	383457.2	3	R	2	Cantanhede	3	1	150467.49	382035.9	2	R	1	Mira	15:30	15:35	0:05	1	0	4	TI		0	0						4		2	1	2	1	47.7	930	935	5	7	2	81.29
8551	1	1	161709.57	374854.57	1	U	6	Cantanhede	1	2	161622.11	375064.86	3	U	6	Cantanhede	08:20	8:25	00:05	1	0	1	Pé		0	0	1	7	8			2		2	1	2	6	32.7	500	505	5	0	6	2.73
8551	2	2	161622.11	375064.86	3	U	6	Cantanhede	8	1	161709.57	374854.57	1	U	6	Cantanhede	12:30	12:35	00:05	1	0	1	Pé		0	0	1	7	8			1			1	2	6	32.7	750	755	5	0	6	2.73
8551	3	1	161709.57	374854.57	1	U	6	Cantanhede	1	2	161622.11	375064.86	3	U	6	Cantanhede	13:30	13:35	00:05	1	0	1	Pé		0	0	1	8	99			1			1	2	6	32.7	810	815	5	0	6	2.73
8551	4	2	161622.11	375064.86	3	U	6	Cantanhede	3	1	161709.57	374854.57	1	U	6	Cantanhede	17:00	17:05	00:05	1	0	1	Pé		0	0	1	7	8			2		2	1	2	6	32.7	1 020	1 025	5	0	6	2.73
8551	5	1	161709.57	374854.57	1	U	6	Cantanhede	4	2	161468.01	375760.75	3	U	6	Cantanhede	18:00	18:05	00:05	1	0	3	TI	3	0	0						2		2	2	2	6	32.7	1 080	1 085	5	1	6	11.25
8551	6	2	161468.01	375760.75	3	U	6	Cantanhede	3	1	161709.57	374854.57	1	U	6	Cantanhede	19:00	19:05	00:05	1	0	3	TI	5	0	0						2		2	2	2	6	32.7	1 140	1 145	5	1	6	11.25
8552	1	1	161763.71	377598.69	2	R	6	Cantanhede	1	2	161065.65	375940.3	3	U	6	Cantanhede	08:20	08:45	0:25	1	0	3	TI	1	0	0						1			1	2	6	50.4	500	525	25	2	2	4.32
8552	2	2	161065.65	375940.3	3	U	6	Cantanhede	3	1	161763.71	377598.69	2	R	6	Cantanhede	19:10	19:40	0:30	1	0	3	TI	1	0	0						1			1	2	6	50.4	1 150	1 180	30	2	2	3.6
8554	1	1	169259.5	360031.8	1	U	347	Coimbra	1	2	175455.46	360277.08	3	U	302	Coimbra	08:45	9:00	0:15	1	0	3	TI	5								1			1	1	347	15.7	525	540	15	6	2	24.8
8554	2	2	175455.46	360277.08	3	U	302	Coimbra	3	1	169259.5	360031.8	1	U	347	Coimbra	13:00	13:15	0:15	1	0	3	TI	1								1			1	1	347	15.7	780	795	15	6	2	24.8
8555	1	1	175604.5854	358601.6064	1	U	316	Coimbra	1	2	176010.68	360426.85	3	U	311	Coimbra	08:00	8:30	0:30	1	0	12	TC				2			3	1	4		2	1	1	316	29.4	480	510	30	2	2	3.74
8555	2	2	176010.68	360426.85	3	U	311	Coimbra	3	1	175604.5854	358601.6064	1	U	316	Coimbra	17:00	17:30	0:30	1	0	12	TC				2			3	1	4		2	1	1	316	29.4	1 020	1 050	30	2	2	3.74
8557	1	1	155428.35	326551.58	1	U	45	Pombal	1	2	157261.81	328480.09	5	U	45	Pombal	07:30	7:55	00:25	1	0	3	TI	5	0	0						1			1	2	45	47.8	450	475	25	3	2	6.39
8557	2	2	157261.81	328480.09	5	U	45	Pombal	3	1	155428.35	326551.58	1	U	45	Pombal	17:10	17:35	00:25	1	0	3	TI	5	0	0						1			1	2	45	47.8	1 030	1 055	25	3	2	6.39
8558	1	1	180183.24	326342.15	4	R	135	Ansião	1	2	179685.9	324707.69	3	R	135	Ansião	11:00	11:10	00:10	1	0	3	TI	5	0	0						1			1	2	135	47	660	670	10	2	4	10.25
8558	2	2	179685.9	324707.69	3	R	135	Ansião	3	1	180183.24	326342.15	4	R	135	Ansião	13:00	13:10	00:10	1	0	3	TI	5	0	0						1			1	2	135	47	780	790	10	2	4	10.25
8558	3	1	180183.24	326342.15	4	R	135	Ansião	11	2	198912.43	327558.19	4	U	208	Pedrógão Grande	14:30	15:00	00:30	1	0	3	TI	1	0	0						1			3	2	135	47	870	900	30	19	4	37.54
8558	4	2	198912.43	327558.19	4	U	208	Pedrógão Grande	3	1	180183.24	326342.15	4	R	135	Ansião	16:00	16:30	00:30	1	0	3	TI	5	0	0						1			3	2	135	47	960	990	30	19	4	37.54
8559	1	1	138620.32	355635.45	2	U	64	Figueira da Foz	4	2	137647.21	355247.14	3	U	67	Figueira da Foz	19:00	19:15	00:15	1	0	3	TI	3	0	0						1			2	2	64	27.2	1 140	1 155	15	1	2	4.19
8559	2	2	137647.21	355247.14	3	U	67	Figueira da Foz	3	1	138620.32	355635.45	2	U	64	Figueira da Foz	19:45	20:00	00:15	1	0	3	TI	5	0	0						1			2	2	64	27.2	1 185	1 200	15	1	2	4.19
8560	1	1	189265.11	363847.38	4	R	25	Vila Nova de Poiares	1	2	189671.5	360554.69	3	U	25	Vila Nova de Poiares	16:45	17:00	00:15	1	0	3	TI	1	0	0						1			1	2	25	31.1	1 005	1 020	15	3	2	13.27
8560	2	2	189671.5	360554.69	3	U	25	Vila Nova de Poiares	3	1	189265.11	363847.38	4	R	25	Vila Nova de Poiares	23:30	23:45	00:15	1	0	3	TI	5	0	0						1			1	2	25	31.1	1 410	1 425	15	3	2	13.27
8561	1	1	175807.9203	360595.9828	1	U	308	Coimbra	1	2	175924.64	360676.28	3	U	311	Coimbra	10:40	11:00	0:20	1	0	1	Pé		0	0	2					1			1	1	308	25.8	640	660	20	0	2	0.43
8561	2	2	175924.64	360676.28	3	U	311	Coimbra	3	1	175807.9203	360595.9828	1	U	308	Coimbra	15:15	15:30	0:15	1	0	1	Pé		0	0	2					99			1	1	308	25.8	915	930	15	0	2	0.57
8564	1	1	176060.7845	358759.6024	1	U	316	Coimbra	9	2	176223.45	361388.84	3	U	312	Coimbra	08:30	09:00	00:30	1	0	4	TI		0	0						4		2	3	1	316	21.6	510	540	30	3	4	5.27
8564	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	176060.7845	358759.6024	1	U	316	Coimbra	13:00	13:30	00:30	1	0	4	TI		0	0						4		2	3	1	316	21.6	780	810	30	3	4	5.27
8564	3	1	176060.7845	358759.6024	1	U	316	Coimbra	8	2	176831.73	358467.32	3	U	320	Coimbra	14:00	14:10	00:10	1	0	3	TI	5								7		2	2	1	316	21.6	840	850	10	1	4	4.95
8564	4	2	176831.73	358467.32	3	U	320	Coimbra	3	1	176060.7845	358759.6024	1	U	316	Coimbra	17:00	17:20	00:20	1	0	3	TI	1								7		2	2	1	316	21.6	1 020	1 040	20	1	4	2.47
8565	1	1	176758.3578	358643.6992	4	U	320	Coimbra	1	2	174201.94	362558.68	2	U	330	Coimbra	09:30	10:00	00:30	1	0	1	Pé				2					1			1	1	320	19.8	570	600	30	5	2	9.35
8565	2	2	174201.94	362558.68	2	U	330	Coimbra	3	1	176758.3578	358643.6992	4	U	320	Coimbra	20:00	20:30	00:30	1	0	1	Pé				2					1			1	1	320	19.8	1 200	1 230	30	5	2	9.35
8566	1	1	158378.12	327731.77	2	U	45	Pombal	15	1	158378.12	327731.77	2	U	45	Pombal	10:00	10:45	00:45	1	0	1	Pé		0	0	1	8				1			1	2	45	29.7	600	645	45	0	1	0
8568	1	1	139010.31	355123.49	1	U	64	Figueira da Foz	8	2	139117.12	360943.94	4	R	129	Figueira da Foz	12:00	12:20	00:20	1	0	4	TI		0	0						4		2	3	2	64	34.5	720	740	20	6	2	17.46
8568	2	2	139117.12	360943.94	4	R	129	Figueira da Foz	3	1	139010.31	355123.49	1	U	64	Figueira da Foz	14:00	14:20	00:20	1	0	4	TI		0	0						4		2	3	2	64	34.5	840	860	20	6	2	17.46
8569	1	1	171917.6367	358735.6404	1	U	326	Coimbra	11	2	173608.07	363534.61	3	U	333	Coimbra	10:00	10:40	00:40	1	0	12	TC				1	3	9	2		1			3	1	326	26.6	600	640	40	5	3	7.63
8569	2	2	173608.07	363534.61	3	U	333	Coimbra	1	2	174299.36	360723.09	3	U	303	Coimbra	15:00	15:30	00:30	1	0	12	TC				2			2		1			3	1	326	26.6	900	930	30	3	3	5.79
8569	3	2	174299.36	360723.09	3	U	303	Coimbra	3	1	171917.6367	358735.6404	1	U	326	Coimbra	22:00	22:45	00:45	1	0	12	TC				2			2		1			1	1	326	26.6	1 320	1 365	45	3	3	4.14
8570	1	1	138548.04	354438.37	1	U	65	Figueira da Foz	15	1	138548.04	354438.37	1	U	65	Figueira da Foz	14:00	14:45	00:45	1	0	1	Pé		0	0	2					4		2	2	2	65	38	840	885	45	0	1	0
8572	1	1	176014.5024	358631.3723	1	U	316	Coimbra	1	2	175961.41	357465.75	3	U	321	Coimbra	08:30	08:40	00:10	1	0	3	TI	1								1			1	1	316	22.6	510	520	10	1	3	7
8572	2	2	175961.41	357465.75	3	U	321	Coimbra	4	2	173561.55	360431.34	3	U	307	Coimbra	17:00	17:20	00:20	1	0	3	TI	5								1			3	1	316	22.6	1 020	1 040	20	4	3	11.44
8572	3	2	173561.55	360431.34	3	U	307	Coimbra	3	1	176014.5024	358631.3723	1	U	316	Coimbra	18:00	18:20	00:20	1	0	3	TI	5								1			1	1	316	22.6	1 080	1 100	20	3	3	9.13
8573	1	1	176080.0746	360156.3942	1	U	314	Coimbra	5	2	172665.99	360102.62	3	U	328	Coimbra	11:30	11:45	00:15	1	0	4	TI		0	0						4		2	2	1	314	28.2	690	705	15	3	2	13.66
8573	2	2	172665.99	360102.62	3	U	328	Coimbra	3	1	176080.0746	360156.3942	1	U	314	Coimbra	13:15	13:30	00:15	1	0	4	TI		0	0						4		2	2	1	314	28.2	795	810	15	3	2	13.66
8574	1	1	171062.835	365306.384	1	U	349	Coimbra	1	2	174162.51	362721.11	5	U	330	Coimbra	08:00	08:30	00:30	1	0	5	Transporte Empresa/Escola				1	3	6			4		2	1	1	349	44.1	480	510	30	4	2	8.07
8574	2	2	174162.51	362721.11	5	U	330	Coimbra	3	1	171062.835	365306.384	1	U	349	Coimbra	18:30	19:00	00:30	1	0	5	Transporte Empresa/Escola				2					4		2	1	1	349	44.1	1 110	1 140	30	4	2	8.07
8576	1	1	180715.71	328455.35	1	R	135	Ansião	9	2	172247.42	358647.27	3	U	326	Coimbra	13:00	13:45	00:45	1	0	3	TI	5	0	0						3		2	3	2	135	39.6	780	825	45	31	2	41.81
8576	2	2	172247.42	358647.27	3	U	326	Coimbra	3	1	180715.71	328455.35	1	R	135	Ansião	16:30	17:15	00:45	1	0	3	TI	1	0	0						3		2	3	2	135	39.6	990	1 035	45	31	2	41.81
8577	1	1	176428.0383	359083.995	1	U	318	Coimbra	10	2	174826.7	360335.18	4	U	302	Coimbra	08:00	08:30	00:30	1	0	3	TI	5								1			1	1	318	22.7	480	510	30	2	2	4.06
8577	2	2	174826.7	360335.18	4	U	302	Coimbra	3	1	176428.0383	359083.995	1	U	318	Coimbra	18:30	19:00	00:30	1	0	3	TI	5								1			1	1	318	22.7	1 110	1 140	30	2	2	4.06
8578	1	1	177477.0932	358869.1586	1	U	341	Coimbra	1	2	176156.79	360919.54	2	U	311	Coimbra	08:00	08:35	00:35	1	0	12	TC				2			2		1			1	1	341	45.5	480	515	35	2	2	4.18
8578	2	2	176156.79	360919.54	2	U	311	Coimbra	3	1	177477.0932	358869.1586	1	U	341	Coimbra	19:00	19:45	00:45	1	0	4	TI		0	0						4		2	1	1	341	45.5	1 140	1 185	45	2	2	3.25
8580	1	1	161859.68	377593.03	2	R	6	Cantanhede	1	2	160913.29	376112.75	2	U	6	Cantanhede	10:00	10:20	00:20	1	0	4	TI		0	0						4		2	1	2	6	52.1	600	620	20	2	2	5.27
8580	2	2	160913.29	376112.75	2	U	6	Cantanhede	3	1	161859.68	377593.03	2	R	6	Cantanhede	18:35	18:55	0:20	1	0	4	TI		0	0						4		2	1	2	6	52.1	1 115	1 135	20	2	2	5.27
8581	1	1	177521.7938	357923.1053	1	U	341	Coimbra	7	2	176633.66	360908.98	3	U	313	Coimbra	08:45	08:50	00:05	1	0	3	TI	1								3		1	1	1	341	45.5	525	530	5	3	3	37.38
8581	2	2	176633.66	360908.98	3	U	313	Coimbra	1	2	175400.43	360254.61	2	U	302	Coimbra	08:55	09:20	00:25	1	0	3	TI	1								1			1	1	341	45.5	535	560	25	1	3	3.35
8581	3	2	175400.43	360254.61	2	U	302	Coimbra	3	1	177521.7938	357923.1053	1	U	341	Coimbra	20:00	20:30	00:30	1	0	3	TI	5								1			1	1	341	45.5	1 200	1 230	30	3	3	6.3
8582	1	1	174031.4162	358876.9694	1	U	323	Coimbra	2	2	174910.08	360222.75	3	U	301	Coimbra	11:00	11:30	00:30	1	0	1	Pé				1	7	13			1			2	1	323	31.9	660	690	30	2	2	3.21
8582	2	2	174910.08	360222.75	3	U	301	Coimbra	3	1	174031.4162	358876.9694	1	U	323	Coimbra	19:00	19:30	00:30	1	0	1	Pé				2					1			2	1	323	31.9	1 140	1 170	30	2	2	3.21
8585	1	1	175118.2795	359622.9891	1	U	301	Coimbra	1	2	174742.6	360263.35	2	U	303	Coimbra	07:55	08:10	00:15	1	0	3	TI	2		70						1			1	1	301	17.1	475	490	15	1	2	2.97
8585	2	2	174742.6	360263.35	2	U	303	Coimbra	3	1	175118.2795	359622.9891	1	U	301	Coimbra	19:15	19:30	0:15	1	0	3	TI	5								1			1	1	301	17.1	1 155	1 170	15	1	2	2.97
8586	1	1	176015.0418	358619.5053	1	U	320	Coimbra	1	2	174394.97	363783.65	3	U	333	Coimbra	20:40	21:00	00:20	1	0	19	Bicicleta				2					1			1	1	320	25.1	1 240	1 260	20	5	2	16.24
8586	2	2	174394.97	363783.65	3	U	333	Coimbra	3	1	176015.0418	358619.5053	1	U	320	Coimbra	04:30	04:40	00:10	1	0	19	Bicicleta				2					1			1	1	320	25.1	270	280	10	5	2	32.47
8587	1	1	171929.8565	359284.8783	1	U	326	Coimbra	1	2	176078.07	360431.89	2	U	311	Coimbra	08:30	09:00	00:30	1	0	3	TI	1								4		2	1	1	326	22.7	510	540	30	4	4	8.61
8587	2	2	176078.07	360431.89	2	U	311	Coimbra	3	1	171929.8565	359284.8783	1	U	326	Coimbra	20:00	20:30	00:30	1	0	3	TI	5								4		2	1	1	326	22.7	1 200	1 230	30	4	4	8.61
8587	3	1	171929.8565	359284.8783	1	U	326	Coimbra	7	2	189561.03	360410.24	1	U	25	Vila Nova de Poiares	20:45	21:00	00:15	1	0	3	TI	1								1			1	1	326	22.7	1 245	1 260	15	18	4	70.67
8587	4	2	189561.03	360410.24	1	U	25	Vila Nova de Poiares	3	1	171929.8565	359284.8783	1	U	326	Coimbra	21:15	21:30	00:15	1	0	3	TI	5								4		2	1	1	326	22.7	1 275	1 290	15	18	4	70.67
8591	1	1	191912.8	360794.97	4	R	27	Vila Nova de Poiares	1	2	189319.03	360215.67	3	U	25	Vila Nova de Poiares	05:00	5:15	00:15	1	0	3	TI	1	0	0						1			1	2	27	33	300	315	15	3	2	10.63
8591	2	2	189319.03	360215.67	3	U	25	Vila Nova de Poiares	3	1	191912.8	360794.97	4	R	27	Vila Nova de Poiares	19:00	19:15	00:15	1	0	3	TI	5	0	0						1			1	2	27	33	1 140	1 155	15	3	2	10.63
8592	1	1	176009.1083	358613.5718	1	U	320	Coimbra	7	2	176402.57	359655.68	3	U	315	Coimbra	07:45	08:20	00:35	1	0	3	TI	1								4		1	1	1	320	25.1	465	500	35	1	4	1.91
8592	2	2	176402.57	359655.68	3	U	315	Coimbra	1	2	174525.05	360321.47	2	U	303	Coimbra	08:25	08:45	00:20	1	0	3	TI	3								1			1	1	320	25.1	505	525	20	2	4	5.98
8592	3	2	174525.05	360321.47	2	U	303	Coimbra	7	2	176402.57	359655.68	3	U	315	Coimbra	17:30	17:45	00:15	1	0	3	TI	1								1			1	1	320	25.1	1 050	1 065	15	2	4	7.97
8592	4	2	176402.57	359655.68	3	U	315	Coimbra	3	1	176009.1083	358613.5718	1	U	320	Coimbra	17:50	18:30	00:40	1	0	3	TI	5								4		2	1	1	320	25.1	1 070	1 110	40	1	4	1.67
8595	1	1	138122.87	353648.8	1	U	65	Figueira da Foz	4	2	138051.43	355520.81	3	U	64	Figueira da Foz	14:00	14:10	00:10	1	0	3	TI	3	0	0						3		2	2	2	65	37.3	840	850	10	2	2	11.24
8595	2	2	138051.43	355520.81	3	U	64	Figueira da Foz	3	1	138122.87	353648.8	1	U	65	Figueira da Foz	17:00	17:10	00:10	1	0	3	TI	5	0	0						3		2	2	2	65	37.3	1 020	1 030	10	2	2	11.24
8596	1	1	171374.5074	359405.0976	2	U	327	Coimbra	1	2	174809.94	360284.36	2	U	302	Coimbra	7:00	07:45	0:45	1	0	8	TC				1	3		3		1			1	1	327	33.4	420	465	45	4	2	4.73
8596	2	2	174809.94	360284.36	2	U	302	Coimbra	3	1	171374.5074	359405.0976	2	U	327	Coimbra	19:10	19:55	0:45	1	0	4	TI		0	0						4			1	1	327	33.4	1 150	1 195	45	4	2	4.73
8597	1	1	173731.8809	358178.5774	1	U	324	Coimbra	1	2	173965.67	363149.07	3	U	333	Coimbra	08:00	08:40	0:40	1	0	3	TI	1	0	0						1			1	1	324	21.8	480	520	40	5	2	7.46
8597	2	2	173965.67	363149.07	3	U	333	Coimbra	3	1	173731.8809	358178.5774	1	U	324	Coimbra	18:05	18:50	0:45	1	0	3	TI	5	0	0						1			1	1	324	21.8	1 085	1 130	45	5	2	6.63
8598	1	1	180275.5347	362976.1815	1	U	359	Coimbra	10	2	174764.67	359905.72	3	U	303	Coimbra	10:00	10:20	00:20	1	0	6	Táxi				2					1			3	1	359	35.4	600	620	20	6	3	18.93
8598	2	2	174764.67	359905.72	3	U	303	Coimbra	4	2	173561.55	360431.34	3	U	307	Coimbra	15:00	15:15	00:15	1	0	12	TC				2			2		1			3	1	359	35.4	900	915	15	1	3	5.25
8598	3	2	173561.55	360431.34	3	U	307	Coimbra	3	1	180275.5347	362976.1815	1	U	359	Coimbra	17:00	17:30	00:30	1	0	4	TI									4		2	3	1	359	35.4	1 020	1 050	30	7	3	14.36
8599	1	1	147125.32	357845.83	4	R	128	Figueira da Foz	9	2	137962.57	351616.85	3	U	66	Figueira da Foz	13:30	13:50	00:20	1	0	4	TI		0	0						4		2	3	2	128	33.7	810	830	20	11	2	33.24
8599	2	2	137962.57	351616.85	3	U	66	Figueira da Foz	3	1	147125.32	357845.83	4	R	128	Figueira da Foz	17:00	17:20	00:20	1	0	4	TI		0	0						4		2	3	2	128	33.7	1 020	1 040	20	11	2	33.24
8600	1	1	173644.24	323682.5	2	R	135	Ansião	1	2	174113.02	327038.08	3	U	135	Ansião	07:50	7:58	00:08	1	0	3	TI	1	0	0						2		1	1	2	135	41.7	470	478	8	3	2	25.41
8600	2	2	174113.02	327038.08	3	U	135	Ansião	3	1	173644.24	323682.5	2	R	135	Ansião	17:30	17:38	00:08	1	0	3	TI	5	0	0						2		1	1	2	135	41.7	1 050	1 058	8	3	2	25.41
8602	1	1	138311.86	354599.41	1	U	65	Figueira da Foz	1	2	177754.88	292605.8	3	U	233	Tomar	08:30	10:00	01:30	1	0	3	TI	5	0	0						1			1	2	65	61.4	510	600	90	73	2	48.99
8602	2	2	177754.88	292605.8	3	U	233	Tomar	3	1	138311.86	354599.41	1	U	65	Figueira da Foz	22:00	23:30	01:30	1	0	3	TI	5	0	0						1			1	2	65	61.4	1 320	1 410	90	73	2	48.99
8603	1	1	157812.89	327961.57	2	U	45	Pombal	9	2	141340.14	309369.12	3	U	231	Leiria	14:20	15:20	01:00	1	0	17	TC		0	0	2			1		1			3	2	45	29.7	860	920	60	25	2	24.84
8603	2	2	141340.14	309369.12	3	U	231	Leiria	3	1	157812.89	327961.57	2	U	45	Pombal	18:00	18:30	00:30	1	0	4	TI		0	0						4		2	3	2	45	29.7	1 080	1 110	30	25	2	49.68
8605	1	1	175848.2671	358520.1544	1	U	320	Coimbra	1	2	174807.64	360267.05	3	U	301	Coimbra	9:00	9:30	0:30	1	0	3	TI	1								1			1	1	320	25.1	540	570	30	2	2	4.07
8605	2	2	174807.64	360267.05	3	U	301	Coimbra	3	1	175848.2671	358520.1544	1	U	320	Coimbra	18:00	18:30	0:30	1	0	3	TI	1								1			1	1	320	25.1	1 080	1 110	30	2	2	4.07
8606	1	1	188033.79	361538.09	4	R	25	Vila Nova de Poiares	2	2	189433.12	359973.66	3	U	25	Vila Nova de Poiares	07:30	7:40	00:10	1	0	17	TC		0	0	2			3	1	3		2	1	2	25	47.1	450	460	10	2	2	12.59
8606	2	2	189433.12	359973.66	3	U	25	Vila Nova de Poiares	3	1	188033.79	361538.09	4	R	25	Vila Nova de Poiares	17:45	17:55	00:10	1	0	17	TC		0	0	2			3	1	3		2	1	2	25	47.1	1 065	1 075	10	2	2	12.59
