Inq	Viagem	P1-Iniciou a viagem em casa	Origem_X	Origem_Y	Origem_Georef	Origem_Tipo	Origem_Zona	Origem_Conc	P3-Motivo da viagem	P4-Viagem terminou em casa	Destino_X	Destino_Y	Destino_Georef	Destino_Tipo	Destino_Zona	Destino_Conc	Hora de Inicio	Hora de Fim	Duração	P6-Mudou alguma vez de modo de transporte	P6_Vezes que mudou de modo de transporte	P9-Modo de transporte utilizado para chegar ao destino	Modo de transporte agregado	P10-Local de estacionamento	P11_a-Preço pago pelo estacionamento (base diária)	P11_b-Preço pago pelo estacionamento (base mensal)	P12-Automóvel disponível	P13_a-Primeira Razão da escolha do modo a pé / TC	P13_b-segunda Razão da escolha do modo a pé / TC	P.14-Título de transporte	P.14a-Tipo de passe	Classifica Companhia	P15_a-Fez a viagem sempre acompanhado	P15_b-Fez algum desvio ao seu percurso por ir acompanhado	P15_c_Frequencia_Viagem	Tipo de inquérito	Zona_Residencia	Coef_Exp	Hora de Inicio	Hora de Fim	Duração	Distancia	Viagens	Velocidades
12941	2	2	176188.62	360340.13	3	U	314	Coimbra	3	1	176209.7066	359052.1361	2	U	318	Coimbra	16:30	16:45	0:15	1	0	4	TI		0	0						4		2	1	1	318	33.8	990	1 005	15	1	2	5.15
12942	1	1	170124.2586	359140.1628	2	U	327	Coimbra	1	2	174525.05	360321.47	2	U	303	Coimbra	9:00	9:10	0:10	1	0	3	TI	1	0	0						1			1	2	327	23.7	540	550	10	5	2	27.34
12942	2	2	174525.05	360321.47	2	U	303	Coimbra	3	1	170124.2586	359140.1628	2	U	327	Coimbra	19:00	19:15	0:15	1	0	3	TI	1	0	0						1			1	2	327	23.7	1 140	1 155	15	5	2	18.23
12943	1	1	168740.7231	358638.847	2	U	347	Coimbra	1	2	174561.23	360552.42	2	U	303	Coimbra	9:00	9:15	0:15	1	0	3	TI	1	0	0						2		1	1	2	347	18.2	540	555	15	6	2	24.51
12943	2	2	174561.23	360552.42	2	U	303	Coimbra	3	1	168740.7231	358638.847	2	U	347	Coimbra	19:00	19:20	0:20	1	0	3	TI	5	0	0						1			1	2	347	18.2	1 140	1 160	20	6	2	18.38
12944	1	1	178061.8286	360027.7818	2	U	340	Coimbra	1	2	172726.65	367436.16	4	R	353	Coimbra	7:40	7:50	0:10	1	0	5	Transporte Empresa/Escola		0	0	2					4		2	1	2	340	11.5	460	470	10	9	2	54.78
12944	2	2	172726.65	367436.16	4	R	353	Coimbra	3	1	178061.8286	360027.7818	2	U	340	Coimbra	17:10	17:20	0:10	1	0	5	Transporte Empresa/Escola		0	0	2					4		2	1	2	340	11.5	1 030	1 040	10	9	2	54.78
12945	1	1	176431.3326	361024.4182	1	U	312	Coimbra	4	2	175933.27	360675.87	2	U	311	Coimbra	14:00	14:10	0:10	1	0	1	Pé		0	0	2					1			1	1	312	9.4	840	850	10	1	2	3.65
12945	2	2	175933.27	360675.87	2	U	311	Coimbra	3	1	176431.3326	361024.4182	1	U	312	Coimbra	16:00	16:10	0:10	1	0	1	Pé		0	0	2					1			1	1	312	9.4	960	970	10	1	2	3.65
12947	1	1	173360.3155	358950.1002	2	U	323	Coimbra	2	2	176402.57	359655.68	3	U	315	Coimbra	8:05	8:20	0:15	1	0	12	TC		0	0	2			3	3	1			1	1	323	28.2	485	500	15	3	4	12.49
12947	2	2	176402.57	359655.68	3	U	315	Coimbra	3	1	173360.3155	358950.1002	2	U	323	Coimbra	15:30	15:45	0:15	1	0	12	TC		0	0	2			3	3	1			1	1	323	28.2	930	945	15	3	4	12.49
12947	3	1	173360.3155	358950.1002	2	U	323	Coimbra	5	2	176622.39	359664.63	3	U	315	Coimbra	18:30	18:40	0:10	1	0	4	TI	98	0	0	2					4		2	1	1	323	28.2	1 110	1 120	10	3	4	20.04
12947	4	2	176622.39	359664.63	3	U	315	Coimbra	3	1	173360.3155	358950.1002	2	U	323	Coimbra	20:15	20:25	0:10	1	0	4	TI	5	0	0						4		2	2	1	323	28.2	1 215	1 225	10	3	4	20.04
12949	1	1	172512.8626	360961.9641	2	U	328	Coimbra	9	2	175159.05	369321.53	3	R	355	Coimbra	11:40	11:50	0:10	1	0	4	TI		0	0						4		2	3	2	328	12.6	700	710	10	9	2	52.61
12949	2	2	175159.05	369321.53	3	R	355	Coimbra	3	1	172512.8626	360961.9641	2	U	328	Coimbra	18:00	18:10	0:10	1	0	4	TI		0	0						4		2	3	2	328	12.6	1 080	1 090	10	9	2	52.61
12950	1	1	176433.845	361086.2194	2	U	312	Coimbra	4	2	176625.55	359606.84	3	U	315	Coimbra	14:00	14:10	0:10	1	0	12	TC		0	0	2			3	1	1			2	1	312	9.4	840	850	10	1	2	8.95
12950	2	2	176625.55	359606.84	3	U	315	Coimbra	3	1	176433.845	361086.2194	2	U	312	Coimbra	18:00	18:10	0:10	1	0	12	TC		0	0	2			3		1			2	1	312	9.4	1 080	1 090	10	1	2	8.95
12951	1	1	172238.105	359404.6836	2	U	326	Coimbra	2	2	175982.93	357533.16	3	U	321	Coimbra	8:40	8:50	0:10	1	0	3	TI	1	0	0						1			1	2	326	23.2	520	530	10	4	4	25.12
12951	2	2	175982.93	357533.16	3	U	321	Coimbra	3	1	172238.105	359404.6836	2	U	326	Coimbra	16:30	16:42	0:12	1	0	3	TI	5	0	0						1			1	2	326	23.2	990	1 002	12	4	4	20.93
12951	3	1	172238.105	359404.6836	2	U	326	Coimbra	6	2	175558.74	360126.9	3	U	302	Coimbra	21:30	21:45	0:15	1	0	3	TI	1	0	0						4		1	3	2	326	23.2	1 290	1 305	15	3	4	13.59
12951	4	2	175558.74	360126.9	3	U	302	Coimbra	3	1	172238.105	359404.6836	2	U	326	Coimbra	23:30	23:48	0:18	1	0	3	TI	5	0	0						4		1	3	2	326	23.2	1 410	1 428	18	3	4	11.33
12954	1	1	178084.7741	360007.6264	2	U	342	Coimbra	1	2	176144.9	358433.5	3	U	320	Coimbra	7:40	7:50	0:10	1	0	3	TI	5	0	0						1			1	2	342	25.9	460	470	10	2	2	14.99
12954	2	2	176144.9	358433.5	3	U	320	Coimbra	3	1	178084.7741	360007.6264	2	U	342	Coimbra	17:15	17:25	0:10	1	0	3	TI	5	0	0						1			1	2	342	25.9	1 035	1 045	10	2	2	14.99
12956	1	1	174400.1161	361811.8873	1	U	331	Coimbra	1	2	175682.74	359901.42	2	U	302	Coimbra	9:00	9:20	0:20	1	0	4	TI		0	0						4		2	1	2	331	30.4	540	560	20	2	2	6.9
12956	2	2	175682.74	359901.42	2	U	302	Coimbra	3	1	174400.1161	361811.8873	1	U	331	Coimbra	20:00	20:20	0:20	1	0	4	TI		0	0						4		2	1	2	331	30.4	1 200	1 220	20	2	2	6.9
12959	1	1	176429.2148	361003.7672	1	U	312	Coimbra	10	2	176079.35	359920.06	2	U	314	Coimbra	11:45	11:50	0:05	1	0	3	TI	1	0	0						4		2	1	1	312	11.2	705	710	5	1	4	13.67
12959	2	2	176079.35	359920.06	2	U	314	Coimbra	3	1	176429.2148	361003.7672	1	U	312	Coimbra	13:30	13:35	0:05	1	0	3	TI	5	0	0						4		2	1	1	312	11.2	810	815	5	1	4	13.67
12959	3	1	176429.2148	361003.7672	1	U	312	Coimbra	7	2	173983.35	362136.47	3	U	330	Coimbra	16:30	16:45	0:15	1	0	3	TI	1	0	0						1			2	1	312	11.2	990	1 005	15	3	4	10.78
12959	4	2	173983.35	362136.47	3	U	330	Coimbra	3	1	176429.2148	361003.7672	1	U	312	Coimbra	16:50	17:10	0:20	1	0	3	TI	5	0	0						3		2	2	1	312	11.2	1 010	1 030	20	3	4	8.09
12960	1	1	173792.5847	353261.9737	2	U	344	Coimbra	1	2	174600.32	359353.24	3	U	307	Coimbra	5:45	5:55	0:10	1	0	3	TI	5	0	0						1			1	2	344	42.2	345	355	10	6	2	36.87
12960	2	2	174600.32	359353.24	3	U	307	Coimbra	3	1	173792.5847	353261.9737	2	U	344	Coimbra	16:10	16:20	0:10	1	0	3	TI	5	0	0						1			1	2	344	42.2	970	980	10	6	2	36.87
12963	1	1	177731.1781	365014.3384	2	U	358	Coimbra	10	2	174722.99	360448.02	2	U	303	Coimbra	14:00	14:10	0:10	1	0	12	TC		0	0	1	1	5	2		1			3	2	358	26.1	840	850	10	5	2	32.81
12963	2	2	174722.99	360448.02	2	U	303	Coimbra	3	1	177731.1781	365014.3384	2	U	358	Coimbra	16:00	16:20	0:20	1	0	12	TC		0	0	1	1	5	2		1			3	2	358	26.1	960	980	20	5	2	16.4
12964	1	1	178300.83	355411.7827	2	U	343	Coimbra	4	2	174811.79	360315.23	2	U	302	Coimbra	15:00	15:15	0:15	1	0	3	TI	1	0	0						1			3	2	343	28.9	900	915	15	6	2	24.07
12964	2	2	174811.79	360315.23	2	U	302	Coimbra	3	1	178300.83	355411.7827	2	U	343	Coimbra	16:30	16:50	0:20	1	0	3	TI	5	0	0						1			3	2	343	28.9	990	1 010	20	6	2	18.05
12965	1	1	171151.6158	359619.763	2	U	327	Coimbra	1	2	174802.68	360144.68	3	U	303	Coimbra	19:30	19:40	0:10	1	0	3	TI	1	0	0						1			1	2	327	24	1 170	1 180	10	4	2	22.13
12965	2	2	174802.68	360144.68	3	U	303	Coimbra	3	1	171151.6158	359619.763	2	U	327	Coimbra	4:30	4:40	0:10	1	0	3	TI	1	0	0						1			1	2	327	24	270	280	10	4	2	22.13
12966	1	1	164214.8556	361168.3487	1	U	350	Coimbra	1	2	176081.85	360602.69	5	U	311	Coimbra	8:00	8:30	0:30	1	0	3	TI	3								4		2	1	2	350	45.9	480	510	30	12	2	23.76
12966	2	2	176081.85	360602.69	5	U	311	Coimbra	3	1	164214.8556	361168.3487	1	U	350	Coimbra	17:30	18:00	0:30	1	0	5	Transporte Empresa/Escola	3								4		2	1	2	350	45.9	1 050	1 080	30	12	2	23.76
12967	1	1	176564.4373	360424.7153	2	U	313	Coimbra	10	2	173561.55	360431.34	3	U	307	Coimbra	11:00	11:15	0:15	1	0	3	TI	1	0	0						1			3	1	313	25.8	660	675	15	3	2	12.01
12967	2	2	173561.55	360431.34	3	U	307	Coimbra	3	1	176564.4373	360424.7153	2	U	313	Coimbra	12:30	12:50	0:20	1	0	3	TI	1	0	0						1			3	1	313	25.8	750	770	20	3	2	9.01
12968	1	1	177720.1017	363184.5447	1	U	358	Coimbra	2	2	176402.57	359655.68	3	U	315	Coimbra	7:30	8:10	0:40	1	0	12	TC		0	0	2			3	3	1			1	2	358	21.9	450	490	40	4	2	5.65
12968	2	2	176402.57	359655.68	3	U	315	Coimbra	3	1	177720.1017	363184.5447	1	U	358	Coimbra	18:20	19:00	0:40	1	0	12	TC		0	0	2			3	3	1			1	2	358	21.9	1 100	1 140	40	4	2	5.65
12969	1	1	176898.5343	361349.3212	1	U	312	Coimbra	1	2	174525.05	360321.47	2	U	303	Coimbra	8:50	9:05	0:15	1	0	12	TC		0	0	2			2		1			1	1	312	15.2	530	545	15	3	4	10.35
12969	2	2	174525.05	360321.47	2	U	303	Coimbra	3	1	176898.5343	361349.3212	1	U	312	Coimbra	13:30	13:45	0:15	1	0	12	TC		0	0	2			2		1			1	1	312	15.2	810	825	15	3	4	10.35
12969	3	1	176898.5343	361349.3212	1	U	312	Coimbra	4	2	176522.2	358440.9	3	U	320	Coimbra	20:00	20:10	0:10	1	0	4	TI	3	0	0						4		2	3	1	312	15.2	1 200	1 210	10	3	4	17.6
12969	4	2	176522.2	358440.9	3	U	320	Coimbra	3	1	176898.5343	361349.3212	1	U	312	Coimbra	22:00	22:10	0:10	1	0	4	TI	5	0	0						4		2	3	1	312	15.2	1 320	1 330	10	3	4	17.6
12970	1	1	178150.901	359595.6902	2	U	342	Coimbra	2	2	175961.41	357465.75	3	U	321	Coimbra	10:00	10:05	0:05	1	0	3	TI	1	0	0						1			1	2	342	20.3	600	605	5	3	4	36.66
12970	2	2	175961.41	357465.75	3	U	321	Coimbra	3	1	178150.901	359595.6902	2	U	342	Coimbra	15:30	15:35	0:05	1	0	3	TI	5	0	0						1			1	2	342	20.3	930	935	5	3	4	36.66
12970	3	1	178150.901	359595.6902	2	U	342	Coimbra	5	2	174163.74	359759.89	3	U	307	Coimbra	19:00	19:05	0:05	1	0	3	TI	1	0	0						1			2	2	342	20.3	1 140	1 145	5	4	4	47.89
12970	4	2	174163.74	359759.89	3	U	307	Coimbra	3	1	178150.901	359595.6902	2	U	342	Coimbra	21:00	21:05	0:05	1	0	3	TI	5	0	0						1			2	2	342	20.3	1 260	1 265	5	4	4	47.89
12971	1	1	177105.0493	365937.3414	1	U	357	Coimbra	1	2	172865.34	356594.23	3	R	345	Coimbra	7:25	7:55	0:30	1	0	3	TI	5	0	0						4		2	1	2	357	45.9	445	475	30	10	2	20.52
12971	2	2	172865.34	356594.23	3	R	345	Coimbra	3	1	177105.0493	365937.3414	1	U	357	Coimbra	17:00	17:30	0:30	1	0	3	TI	5	0	0						1			1	2	357	45.9	1 020	1 050	30	10	2	20.52
12973	1	1	166662.5013	362677.8264	2	U	350	Coimbra	9	2	176223.45	361388.84	3	U	312	Coimbra	8:30	9:00	0:30	1	0	12	TC		0	0	2			2		3		2	3	2	350	32	510	540	30	10	2	19.29
12973	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	166662.5013	362677.8264	2	U	350	Coimbra	12:15	12:45	0:30	1	0	12	TC		0	0	2			2		3		2	3	2	350	32	735	765	30	10	2	19.29
12975	1	1	175234.889	360485.5892	2	U	308	Coimbra	1	2	176223.45	361388.84	3	U	312	Coimbra	8:00	8:15	0:15	1	0	12	TC		0	0	1	1	5	2		1			1	1	308	28.2	480	495	15	1	4	5.36
12975	2	2	176223.45	361388.84	3	U	312	Coimbra	8	1	175234.889	360485.5892	2	U	308	Coimbra	12:30	12:40	0:10	1	0	12	TC		0	0	1	1	5	2		1			1	1	308	28.2	750	760	10	1	4	8.03
12975	3	1	175234.889	360485.5892	2	U	308	Coimbra	1	2	176223.45	361388.84	3	U	312	Coimbra	14:00	14:10	0:10	1	0	12	TC		0	0	1	1	5	2		1			1	1	308	28.2	840	850	10	1	4	8.03
12975	4	2	176223.45	361388.84	3	U	312	Coimbra	3	1	175234.889	360485.5892	2	U	308	Coimbra	18:00	18:15	0:15	1	0	12	TC		0	0	1	1	5	2		1			1	1	308	28.2	1 080	1 095	15	1	4	5.36
12977	1	1	175835.7533	359772.6524	2	U	314	Coimbra	1	2	176188.62	360340.13	3	U	314	Coimbra	8:10	8:35	0:25	1	0	3	TI	1	0	0						4		1	1	2	314	19.2	490	515	25	1	2	1.6
12977	2	2	176188.62	360340.13	3	U	314	Coimbra	3	1	175835.7533	359772.6524	2	U	314	Coimbra	18:30	18:55	0:25	1	0	3	TI	5	0	0						1			1	2	314	19.2	1 110	1 135	25	1	2	1.6
12978	1	1	175720.7881	360029.2063	2	U	302	Coimbra	11	2	174525.05	360321.47	2	U	303	Coimbra	14:00	14:05	0:05	1	0	3	TI	1	0	0						1			2	1	302	12.1	840	845	5	1	2	14.77
12978	2	2	174525.05	360321.47	2	U	303	Coimbra	3	1	175720.7881	360029.2063	2	U	302	Coimbra	17:00	17:05	0:05	1	0	3	TI	5	0	0						1			2	1	302	12.1	1 020	1 025	5	1	2	14.77
12979	1	1	172591.6558	356073.5912	2	U	345	Coimbra	1	2	174851.42	360348.77	3	U	302	Coimbra	7:00	7:20	0:20	1	0	5	Transporte Empresa/Escola		0	0	2					1			2	2	345	39.8	420	440	20	5	2	14.51
12979	2	2	174851.42	360348.77	3	U	302	Coimbra	3	1	172591.6558	356073.5912	2	U	345	Coimbra	13:10	13:35	0:25	1	0	5	Transporte Empresa/Escola		0	0	2					1			1	2	345	39.8	790	815	25	5	2	11.61
12980	1	1	177372.3788	360175.4191	1	U	338	Coimbra	14	2	176223.45	361388.84	3	U	312	Coimbra	14:15	14:30	0:15	1	0	12	TC		0	0	2			3	2	1			3	1	338	39.9	855	870	15	2	2	6.68
12980	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	177372.3788	360175.4191	1	U	338	Coimbra	16:20	16:35	0:15	1	0	12	TC		0	0	2			3	2	1			3	1	338	39.9	980	995	15	2	2	6.68
12981	1	1	175720.1767	359944.6893	2	U	302	Coimbra	1	2	173561.55	360431.34	3	U	307	Coimbra	14:30	14:45	0:15	1	0	3	TI	5	0	0						1			1	2	302	13.5	870	885	15	2	2	8.85
12981	2	2	173561.55	360431.34	3	U	307	Coimbra	3	1	175720.1767	359944.6893	2	U	302	Coimbra	0:30	0:45	0:15	1	0	3	TI	5	0	0						1			1	2	302	13.5	30	45	15	2	2	8.85
12982	1	1	177221.5118	360389.313	1	U	339	Coimbra	1	2	176223.45	361388.84	3	U	312	Coimbra	7:30	7:40	0:10	1	0	12	TC		0	0	2			2		1			1	1	339	35.7	450	460	10	1	2	8.48
12982	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	177221.5118	360389.313	1	U	339	Coimbra	17:00	17:15	0:15	1	0	1	Pé		0	0	2					1			1	1	339	35.7	1 020	1 035	15	1	2	5.65
12985	1	1	174958.87	360508.4871	1	U	308	Coimbra	1	2	176223.45	361388.84	3	U	312	Coimbra	23:00	23:10	0:10	1	0	3	TI	5	0	0						1			1	1	308	22.7	1 380	1 390	10	2	2	9.25
12985	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	174958.87	360508.4871	1	U	308	Coimbra	7:10	7:20	0:10	1	0	3	TI	5	0	0						1			1	1	308	22.7	430	440	10	2	2	9.25
12987	1	1	177394.7052	358912.9245	2	U	319	Coimbra	1	2	174514.68	360485.38	2	U	303	Coimbra	8:30	8:40	0:10	1	0	3	TI	1	0	0						4		1	1	1	319	41	510	520	10	3	2	19.69
12987	2	2	174514.68	360485.38	2	U	303	Coimbra	3	1	177394.7052	358912.9245	2	U	319	Coimbra	19:30	19:45	0:15	1	0	3	TI	1	0	0						4		1	1	1	319	41	1 170	1 185	15	3	2	13.13
12988	1	1	175672.0982	359072.137	2	U	317	Coimbra	4	2	173561.55	360431.34	3	U	307	Coimbra	14:30	14:45	0:15	1	0	4	TI		0	0						4		2	1	1	317	23.8	870	885	15	3	2	10.04
12988	2	2	173561.55	360431.34	3	U	307	Coimbra	3	1	175672.0982	359072.137	2	U	317	Coimbra	18:00	18:25	0:25	1	0	4	TI		0	0						4		2	1	1	317	23.8	1 080	1 105	25	3	2	6.02
12989	1	1	174910.1882	369495.3116	2	U	355	Coimbra	2	2	175131.88	359962.95	3	U	301	Coimbra	11:00	11:15	0:15	1	0	4	TI		0	0						4		2	1	2	355	25.8	660	675	15	10	2	38.14
12989	2	2	175131.88	359962.95	3	U	301	Coimbra	3	1	174910.1882	369495.3116	2	U	355	Coimbra	19:00	19:20	0:20	1	0	4	TI		0	0						4		2	1	2	355	25.8	1 140	1 160	20	10	2	28.6
12992	1	1	180127.9967	362943.9467	2	U	359	Coimbra	2	2	176402.57	359655.68	3	U	315	Coimbra	8:05	8:20	0:15	1	0	12	TC		0	0	2			3	3	3		2	1	2	359	13.6	485	500	15	5	2	19.88
12992	2	2	176402.57	359655.68	3	U	315	Coimbra	3	1	180127.9967	362943.9467	2	U	359	Coimbra	17:55	18:10	0:15	1	0	12	TC		0	0	2			3	3	3		2	1	2	359	13.6	1 075	1 090	15	5	2	19.88
12994	1	1	176189.9311	357466.0875	1	U	321	Coimbra	4	2	173561.55	360431.34	3	U	307	Coimbra	16:00	16:10	0:10	1	0	4	TI		0	0						3		2	3	1	321	23.7	960	970	10	4	2	23.77
12994	2	2	173561.55	360431.34	3	U	307	Coimbra	3	1	176189.9311	357466.0875	1	U	321	Coimbra	18:30	18:40	0:10	1	0	4	TI		0	0						3		2	3	1	321	23.7	1 110	1 120	10	4	2	23.77
12997	1	1	177095.4079	360275.1236	1	U	339	Coimbra	4	2	174571.96	360513.19	3	U	303	Coimbra	14:00	14:20	0:20	1	0	12	TC		0	0	2			2		1			3	1	339	35.7	840	860	20	3	2	7.6
12997	2	2	174571.96	360513.19	3	U	303	Coimbra	3	1	177095.4079	360275.1236	1	U	339	Coimbra	16:30	16:50	0:20	1	0	12	TC		0	0	2			2		1			3	1	339	35.7	990	1 010	20	3	2	7.6
12998	1	1	177103.229	360284.5435	1	U	339	Coimbra	13	2	175808.46	360116.95	3	U	302	Coimbra	15:00	15:20	0:20	1	0	3	TI	1	0	0						4		2	2	1	339	7.2	900	920	20	1	2	3.92
12998	2	2	175808.46	360116.95	3	U	302	Coimbra	3	1	177103.229	360284.5435	1	U	339	Coimbra	17:00	17:20	0:20	1	0	3	TI	1	0	0						4		2	2	1	339	7.2	1 020	1 040	20	1	2	3.92
12999	1	1	174680.1494	365469.6689	2	U	334	Coimbra	1	2	176223.45	361388.84	3	U	312	Coimbra	7:00	7:30	0:30	1	0	3	TI	5	0	0						1			1	2	334	40.3	420	450	30	4	2	8.73
12999	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	174680.1494	365469.6689	2	U	334	Coimbra	16:30	17:00	0:30	1	0	3	TI	5	0	0						1			1	2	334	40.3	990	1 020	30	4	2	8.73
13000	1	1	176769.9945	359935.9227	2	U	315	Coimbra	1	2	175041.73	359890.56	3	U	301	Coimbra	8:45	8:55	0:10	1	0	3	TI	3	0	0						1			1	2	315	27.6	525	535	10	2	2	10.37
13000	2	2	175041.73	359890.56	3	U	301	Coimbra	3	1	176769.9945	359935.9227	2	U	315	Coimbra	17:00	17:10	0:10	1	0	3	TI	1	0	0						1			1	2	315	27.6	1 020	1 030	10	2	2	10.37
13001	1	1	177166.306	360296.8703	2	U	339	Coimbra	1	2	176705.13	359333.07	3	U	315	Coimbra	12:50	13:00	0:10	1	0	2	TI	5	0	0						1			1	1	339	31.8	770	780	10	1	2	6.41
13001	2	2	176705.13	359333.07	3	U	315	Coimbra	3	1	177166.306	360296.8703	2	U	339	Coimbra	22:00	22:10	0:10	1	0	2	TI	5	0	0						1			1	1	339	31.8	1 320	1 330	10	1	2	6.41
13004	1	1	175376.5726	360633.2666	2	U	308	Coimbra	2	2	175982.93	357533.16	3	U	321	Coimbra	8:30	8:50	0:20	1	0	12	TC		0	0	2			3	3	1			1	1	308	35.5	510	530	20	3	2	9.48
13004	2	2	175982.93	357533.16	3	U	321	Coimbra	3	1	175376.5726	360633.2666	2	U	308	Coimbra	17:00	17:20	0:20	1	0	12	TC		0	0	2			3	3	1			1	1	308	35.5	1 020	1 040	20	3	2	9.48
13005	1	1	173350.6445	369808.6147	2	R	355	Coimbra	1	2	176223.45	361388.84	3	U	312	Coimbra	10:30	10:45	0:15	1	0	3	TI	5	0	0						1			1	2	355	26.4	630	645	15	9	2	35.59
13005	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	173350.6445	369808.6147	2	R	355	Coimbra	20:00	20:15	0:15	1	0	3	TI	5	0	0						1			1	2	355	26.4	1 200	1 215	15	9	2	35.59
13006	1	1	179743.7463	359685.6581	1	U	360	Coimbra	1	2	176223.45	361388.84	3	U	312	Coimbra	9:00	9:10	0:10	1	0	3	TI	5	0	0						1			1	2	360	7.6	540	550	10	4	2	23.46
13006	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	179743.7463	359685.6581	1	U	360	Coimbra	19:00	19:10	0:10	1	0	3	TI	5	0	0						1			1	2	360	7.6	1 140	1 150	10	4	2	23.46
13007	1	1	174989.7735	371530.4655	2	U	355	Coimbra	1	2	176223.45	361388.84	3	U	312	Coimbra	8:15	8:45	0:30	1	0	3	TI	5	0	0						1			1	2	355	20.4	495	525	30	10	2	20.43
13007	2	2	176223.45	361388.84	3	U	312	Coimbra	3	1	174989.7735	371530.4655	2	U	355	Coimbra	18:00	18:30	0:30	1	0	3	TI	5	0	0						1			1	2	355	20.4	1 080	1 110	30	10	2	20.43
13009	1	1	171989.042	355530.2666	2	U	345	Coimbra	9	2	172247.42	358647.27	3	U	326	Coimbra	14:50	15:00	0:10	1	0	3	TI	1	0	0						1			3	2	345	70.5	890	900	10	3	2	18.77
13009	2	2	172247.42	358647.27	3	U	326	Coimbra	3	1	171989.042	355530.2666	2	U	345	Coimbra	17:00	17:10	0:10	1	0	3	TI	5	0	0						1			1	2	345	70.5	1 020	1 030	10	3	2	18.77
13010	1	1	176475.1725	359004.8679	2	U	318	Coimbra	1	2	173561.55	360431.34	3	U	307	Coimbra	9:30	9:50	0:20	1	0	4	TI		0	0						4		2	1	1	318	22.7	570	590	20	3	2	9.73
13010	2	2	173561.55	360431.34	3	U	307	Coimbra	3	1	176475.1725	359004.8679	2	U	318	Coimbra	18:00	18:30	0:30	1	0	4	TI		0	0						4		2	1	1	318	22.7	1 080	1 110	30	3	2	6.49
13011	1	1	172238.105	359404.6836	2	U	326	Coimbra	2	2	175447.82	359214.58	3	U	301	Coimbra	8:30	8:40	0:10	1	0	4	TI		0	0						4		2	1	2	326	16.4	510	520	10	3	2	19.29
13011	2	2	175447.82	359214.58	3	U	301	Coimbra	3	1	172238.105	359404.6836	2	U	326	Coimbra	17:30	17:40	0:10	1	0	4	TI		0	0						4		2	1	2	326	16.4	1 050	1 060	10	3	2	19.29
13012	1	1	176433.845	361086.2194	2	U	312	Coimbra	2	2	175635.71	358025.75	3	U	321	Coimbra	9:00	9:30	0:30	2	1	12	TC		0	0	2			3	3	1			1	1	312	9.4	540	570	30	3	2	6.33
13012	2	2	175635.71	358025.75	3	U	321	Coimbra	3	1	176433.845	361086.2194	2	U	312	Coimbra	18:00	18:30	0:30	2	1	1	TC		0	0	2			3	3	1			1	1	312	9.4	1 080	1 110	30	3	2	6.33
13014	1	1	174454.2396	361840.1792	1	U	331	Coimbra	4	2	174826.7	360335.18	4	U	302	Coimbra	10:00	10:15	0:15	1	0	4	TI		0	0						4		2	3	2	331	25.4	600	615	15	2	2	6.2
13014	2	2	174826.7	360335.18	4	U	302	Coimbra	3	1	174454.2396	361840.1792	1	U	331	Coimbra	12:00	12:15	0:15	1	0	4	TI		0	0						4		2	3	2	331	25.4	720	735	15	2	2	6.2
13015	1	1	173873.5602	358845.9302	2	U	323	Coimbra	2	2	175982.93	357533.16	3	U	321	Coimbra	8:30	8:45	0:15	1	0	4	TI		0	0						4		2	2	2	323	23.5	510	525	15	2	4	9.94
13015	2	2	175982.93	357533.16	3	U	321	Coimbra	3	1	173873.5602	358845.9302	2	U	323	Coimbra	13:00	13:15	0:15	1	0	4	TI		0	0						4		2	1	2	323	23.5	780	795	15	2	4	9.94
13015	3	1	173873.5602	358845.9302	2	U	323	Coimbra	8	2	174451.94	360542.03	3	U	303	Coimbra	19:15	19:35	0:20	1	0	12	TC		0	0	2			2		1			2	2	323	23.5	1 155	1 175	20	2	4	5.38
13015	4	2	174451.94	360542.03	3	U	303	Coimbra	3	1	173873.5602	358845.9302	2	U	323	Coimbra	23:30	23:50	0:20	1	0	12	TC		0	0	2			2		1			1	2	323	23.5	1 410	1 430	20	2	4	5.38
13016	1	1	174652.996	360202.5628	2	U	303	Coimbra	2	2	176640.63	359716.97	3	U	315	Coimbra	13:20	13:40	0:20	1	0	12	TC		0	0	2			3	3	1			1	1	303	10.7	800	820	20	2	3	6.14
13016	2	2	176640.63	359716.97	3	U	315	Coimbra	6	2	175539.19	360165.44	3	U	302	Coimbra	18:00	18:05	0:05	1	0	4	TI		0	0						4		2	2	1	303	10.7	1 080	1 085	5	1	3	14.27
13016	3	2	175539.19	360165.44	3	U	302	Coimbra	3	1	174652.996	360202.5628	2	U	303	Coimbra	19:15	19:30	0:15	1	0	12	TC		0	0	2			3	3	1			1	1	303	10.7	1 155	1 170	15	1	3	3.55
13017	1	1	173156.1307	366132.9247	2	U	353	Coimbra	1	2	174511.11	360365.21	3	U	303	Coimbra	8:20	8:40	0:20	1	0	3	TI	5	0	0						1			1	2	353	226.4	500	520	20	6	2	17.77
