"route_id","trip_id","service_id"
"49","3805","Sábados"
"49","3806","Sábados"
"7443","7443-1-001-A-U-06h55-GranjaX","A-U"
"49","3807","Sábados"
"203","3808","Sábados"
"203","3809","Sábados"
"5208","5208-2-004-E-U-07h45-ArganilCamara","E-U"
"49","3800","Sábados"
"49","3801","Sábados"
"49","3802","Sábados"
"5325","5325-1-004-FE-MACOR-08h20-RioMilheiro","FE-MACOR"
"7499","7499-2-002-E-U-17h45-PampilhosadaSer","E-U"
"203","3814","Sábados"
"203","3815","Sábados"
"201","3816","Sábados"
"201","3817","Sábados"
"203","3818","Sábados"
"203","3819","Sábados"
"7407","7407-2-002-E-U-11h00-Mercado","E-U"
"5134","5134-2-002-E-4-13h40-CantanhedeEstac","E-4"
"201","3810","Sábados"
"201T","3811","Sábados"
"201T","3812","Sábados"
"201A","3813","Sábados"
"7496","7496-2-001-A-2-12h15-PampilhosadaSer","A-2"
"201","3825","Sábados"
"50MA","3826","Sábados"
"7403","7403-2-002-E-U-08h20-CondeixaaNovaTe","E-U"
"50M","3827","Sábados"
"50M","3828","Sábados"
"50M","3829","Sábados"
"5063","5063-1-001-E-U-14h00-CantanhedeEstac","E-U"
"201T","3820","Sábados"
"201","3821","Sábados"
"7473","7473-1-001-E-U-07h30-MoinhosMetro","E-U"
"203","3822","Sábados"
"203","3823","Sábados"
"201T","3824","Sábados"
"5208","5208-1-018-E-U-18h15-PontedeMucela","E-U"
"5148","5148-2-001-E-U-13h35-TochaEBS","E-U"
"7418","7418-2-004-E-U-18h30-SoureSecundaria","E-U"
"5201","5201-1-007-A-5-14h32-AvoIgreja","A-5"
"221","2504","Dias Úteis"
"50M","3836","Sábados"
"50M","3837","Sábados"
"221","2503","Dias Úteis"
"221","2502","Dias Úteis"
"50M","3838","Sábados"
"50M","3839","Sábados"
"221","2501","Dias Úteis"
"221","2500","Dias Úteis"
"5004","5004-1-003-FE-U-16h10-CoimbraRodoviar","FE-U"
"5214","5214-1-002-E-U-17h55-Salgueiro","E-U"
"50","3830","Sábados"
"50","3831","Sábados"
"221","2509","Dias Úteis"
"221","2508","Dias Úteis"
"50","3832","Sábados"
"50","3833","Sábados"
"221","2507","Dias Úteis"
"221","2506","Dias Úteis"
"50","3834","Sábados"
"50","3835","Sábados"
"221","2505","Dias Úteis"
"50M","3847","Sábados"
"221","2515","Dias Úteis"
"221","2514","Dias Úteis"
"50","3848","Sábados"
"50","3849","Sábados"
"221","2513","Dias Úteis"
"221","2512","Dias Úteis"
"221","2511","Dias Úteis"
"221","2510","Dias Úteis"
"50","3840","Sábados"
"5041","5041-2-006-A-U-19h30-CoimbraRodoviar","A-U"
"50","3841","Sábados"
"50","3842","Sábados"
"50","3843","Sábados"
"223","2519","Dias Úteis"
"7441","7441-2-002-E-U-17h20-SaoPedrodeAlvaC","E-U"
"223","2518","Dias Úteis"
"50","3844","Sábados"
"5041","5041-1-001-A-U-07h30-CasevelXSebal","A-U"
"50","3845","Sábados"
"223","2517","Dias Úteis"
"221","2516","Dias Úteis"
"50M","3846","Sábados"
"52M","3860","Sábados"
"7464","7464-1-008-E-U-17h34-Reveles","E-U"
"7456","7456-2-003-FE-U-13h30-CoimbraRodoviar","FE-U"
"223","2526","Dias Úteis"
"52","3858","Sábados"
"52PA","3859","Sábados"
"223","2525","Dias Úteis"
"223","2524","Dias Úteis"
"223","2523","Dias Úteis"
"7242","7242-2-001-E-U-07h00-TabuaTerminalRo","E-U"
"223","2522","Dias Úteis"
"223","2521","Dias Úteis"
"223","2520","Dias Úteis"
"7451","7451-2-002-E-U-17h30-MealhadaEscolas","E-U"
"52PA","3850","Sábados"
"52","3851","Sábados"
"52PA","3852","Sábados"
"52P","3853","Sábados"
"52","3854","Sábados"
"52","3855","Sábados"
"223","2529","Dias Úteis"
"223","2528","Dias Úteis"
"52","3856","Sábados"
"5320","5320-2-003-E-2356-18h10-MortaguaGimnode","E-2356"
"52","3857","Sábados"
"223","2527","Dias Úteis"
"53","3870","Sábados"
"7409","7409-1-001-A-36-08h40-ReboliadeCima","A-36"
"53B","3871","Sábados"
"223","2540","Dias Úteis"
"5047","5047-2-001-E-U-13h40-TochaEBS","E-U"
"5041","5041-2-003-E-U-17h05-CoimbraRodoviar","E-U"
"5017","5017-1-003-E-U-12h20-TochaLargodaFei","E-U"
"53A","3869","Sábados"
"6","1206","Dias Úteis"
"223","2537","Dias Úteis"
"6","1205","Dias Úteis"
"223","2536","Dias Úteis"
"6","1204","Dias Úteis"
"223","2535","Dias Úteis"
"6","1203","Dias Úteis"
"223","2534","Dias Úteis"
"6","1202","Dias Úteis"
"223","2533","Dias Úteis"
"6","1201","Dias Úteis"
"223","2532","Dias Úteis"
"7493","7493-1-001-A-U-07h25-SerpinsEstacao","A-U"
"6","1200","Dias Úteis"
"223","2531","Dias Úteis"
"223","2530","Dias Úteis"
"52T","3861","Sábados"
"52PA","3862","Sábados"
"52","3863","Sábados"
"53","3864","Sábados"
"53","3865","Sábados"
"6","1209","Dias Úteis"
"53","3866","Sábados"
"6","1208","Dias Úteis"
"53","3867","Sábados"
"223","2539","Dias Úteis"
"6","1207","Dias Úteis"
"223","2538","Dias Úteis"
"53","3868","Sábados"
"5201","5201-1-005-E-U-07h56-Pomares","E-U"
"100","3880","Sábados"
"100","3881","Sábados"
"100","3882","Sábados"
"5205","5205-1-004-E-U-08h35-CasaldoFradeA","E-U"
"18","1220","Dias Úteis"
"223","2551","Dias Úteis"
"223","2550","Dias Úteis"
"7497","7497-2-001-E-U-13h40-PenacovaEB23S","E-U"
"6","1217","Dias Úteis"
"223","2548","Dias Úteis"
"6","1216","Dias Úteis"
"223","2547","Dias Úteis"
"6","1215","Dias Úteis"
"223","2546","Dias Úteis"
"7436","7436-2-010-A-U-19h05-CoimbraRodoviar","A-U"
"6","1214","Dias Úteis"
"223","2545","Dias Úteis"
"6","1213","Dias Úteis"
"223","2544","Dias Úteis"
"6","1212","Dias Úteis"
"223","2543","Dias Úteis"
"6","1211","Dias Úteis"
"223","2542","Dias Úteis"
"6","1210","Dias Úteis"
"223","2541","Dias Úteis"
"53","3872","Sábados"
"53B","3873","Sábados"
"53","3874","Sábados"
"53B","3875","Sábados"
"100","3876","Sábados"
"100","3877","Sábados"
"6","1219","Dias Úteis"
"100","3878","Sábados"
"6","1218","Dias Úteis"
"100","3879","Sábados"
"223","2549","Dias Úteis"
"244","3890","Sábados"
"244","3891","Sábados"
"244","3892","Sábados"
"244","3893","Sábados"
"38F","2562","Sábados"
"18","1231","Dias Úteis"
"38F","2561","Sábados"
"18A","1230","Dias Úteis"
"38F","2560","Sábados"
"5203","5203-1-001-A-U-06h40-Pardieiros","A-U"
"38F","2559","Sábados"
"18","1228","Dias Úteis"
"7509","7509-2-003-E-U-16h45-LousaEBn1","E-U"
"38F","2558","Sábados"
"18","1227","Dias Úteis"
"38F","2557","Sábados"
"18","1226","Dias Úteis"
"38F","2556","Sábados"
"18","1225","Dias Úteis"
"38F","2555","Sábados"
"18","1224","Dias Úteis"
"38F","2554","Sábados"
"18","1223","Dias Úteis"
"38T","2553","Sábados"
"18","1222","Dias Úteis"
"18A","1221","Dias Úteis"
"223","2552","Dias Úteis"
"100","3883","Sábados"
"100","3884","Sábados"
"100","3885","Sábados"
"100","3886","Sábados"
"100","3887","Sábados"
"7433","7433-2-003-E-U-17h25-PenacovaCamaraM","E-U"
"100","3888","Sábados"
"100A","3889","Sábados"
"18","1229","Dias Úteis"
"8101","8101-1-002-A-U-13h30-CoimbraRodoviar","A-U"
"7447","7447-2-003-E-U-13h20-MealhadaEPVL","E-U"
"5018","5018-1-007-A-U-17h50-CoimbraRodoviar","A-U"
"19R","1242","Dias Úteis"
"38F","2573","Sábados"
"38F","2572","Sábados"
"18","1241","Dias Úteis"
"38F","2571","Sábados"
"18","1240","Dias Úteis"
"38F","2570","Sábados"
"18","1239","Dias Úteis"
"5502","5502-1-001-A-U-06h22-AndorinhaCapela","A-U"
"38F","2569","Sábados"
"18","1238","Dias Úteis"
"38F","2568","Sábados"
"18","1237","Dias Úteis"
"38F","2567","Sábados"
"18A","1236","Dias Úteis"
"38F","2566","Sábados"
"18","1235","Dias Úteis"
"38F","2565","Sábados"
"18","1234","Dias Úteis"
"38F","2564","Sábados"
"18","1233","Dias Úteis"
"38F","2563","Sábados"
"18","1232","Dias Úteis"
"244","3894","Sábados"
"244","3895","Sábados"
"244","3896","Sábados"
"244","3897","Sábados"
"5502","5502-2-001-A-U-13h10-CoimbraPortagem","A-U"
"244","3898","Sábados"
"244","3899","Sábados"
"5018","5018-1-001-E-U-07h10-GandaraX","E-U"
"38","2584","Sábados"
"19T","1253","Dias Úteis"
"19T","1252","Dias Úteis"
"38F","2583","Sábados"
"38","2582","Sábados"
"19T","1251","Dias Úteis"
"19T","1250","Dias Úteis"
"38F","2581","Sábados"
"38","2580","Sábados"
"19T","1249","Dias Úteis"
"19","1248","Dias Úteis"
"38F","2579","Sábados"
"38F","2578","Sábados"
"19B","1247","Dias Úteis"
"19T","1246","Dias Úteis"
"38F","2577","Sábados"
"38F","2576","Sábados"
"19T","1245","Dias Úteis"
"19R","1244","Dias Úteis"
"38F","2575","Sábados"
"38F","2574","Sábados"
"19R","1243","Dias Úteis"
"5326","5326-2-001-E-4-13h45-MortaguaEB23","E-4"
"19TE","1264","Dias Úteis"
"50T","2595","Sábados"
"19T","1263","Dias Úteis"
"50T","2594","Sábados"
"19T","1262","Dias Úteis"
"2T","2593","Sábados"
"2T","2592","Sábados"
"19T","1261","Dias Úteis"
"19T","1260","Dias Úteis"
"50T","2591","Sábados"
"50T","2590","Sábados"
"7472","7472-2-012-E-U-17h20-CoimbraRodoviar","E-U"
"7254","7254-2-002-E-U-17h30-OliveiradoHospi","E-U"
"19T","1259","Dias Úteis"
"19R","1258","Dias Úteis"
"2T","2589","Sábados"
"7491","7491-1-005-FE-MPPS-08h30-Coelhal","FE-MPPS"
"2T","2588","Sábados"
"19R","1257","Dias Úteis"
"19T","1256","Dias Úteis"
"50T","2587","Sábados"
"19T","1255","Dias Úteis"
"50TB","2586","Sábados"
"38FA","2585","Sábados"
"19TB","1254","Dias Úteis"
"7442","7442-1-008-A-U-14h45-PovoadoLoureiro","A-U"
"7488","7488-1-004-E-U-08h05-FontainhasLargo","E-U"
"5208","5208-1-017-E-U-18h13-SaoMartinhodaCo","E-U"
"7488","7488-2-006-E-2356-17h20-LousaEBn1","E-2356"
"5208","5208-1-007-E-U-08h46-SaoMartinhodaCo","E-U"
"23F","4300","Domingos e Feriados"
"19T","1275","Dias Úteis"
"5514","5514-2-001-A-U-12h45-CoimbraPortagem","A-U"
"19T","1274","Dias Úteis"
"19TG","1273","Dias Úteis"
"19T","1272","Dias Úteis"
"19T","1271","Dias Úteis"
"19TD","1270","Dias Úteis"
"19TD","1269","Dias Úteis"
"7472","7472-2-016-A-S-13h30-CoimbraRodoviar","A-S"
"50T","2599","Sábados"
"19TE","1268","Dias Úteis"
"19T","1267","Dias Úteis"
"50T","2598","Sábados"
"7436","7436-1-007-FE-U-08h15-Paradela","FE-U"
"2T","2597","Sábados"
"19TH","1266","Dias Úteis"
"2T","2596","Sábados"
"19T","1265","Dias Úteis"
"24T","4310","Domingos e Feriados"
"7242","7242-1-001-AS2-MOHP-06h45-RiodeMel","AS2-MOHP"
"24T","4311","Domingos e Feriados"
"19T","1286","Dias Úteis"
"19T","1285","Dias Úteis"
"7447","7447-2-001-E-U-08h05-Lendiosa","E-U"
"19T","1284","Dias Úteis"
"5324","5324-1-001-FE-MACOR-08h00-Paincal","FE-MACOR"
"19T","1283","Dias Úteis"
"19","1282","Dias Úteis"
"19","1281","Dias Úteis"
"19T","1280","Dias Úteis"
"24T","4309","Domingos e Feriados"
"19T","1279","Dias Úteis"
"19T","1278","Dias Úteis"
"19T","1277","Dias Úteis"
"19T","1276","Dias Úteis"
"23F","4301","Domingos e Feriados"
"24T","4302","Domingos e Feriados"
"24T","4303","Domingos e Feriados"
"24T","4304","Domingos e Feriados"
"24T","4305","Domingos e Feriados"
"24T","4306","Domingos e Feriados"
"24T","4307","Domingos e Feriados"
"24T","4308","Domingos e Feriados"
"7446","7446-1-002-E-U-07h50-BarcoucoLargo5d","E-U"
"7468","7468-2-003-E-U-08h30-Enxofaes","E-U"
"24T","4320","Domingos e Feriados"
"24T","4321","Domingos e Feriados"
"24T","4322","Domingos e Feriados"
"19RB","1297","Dias Úteis"
"19R","1296","Dias Úteis"
"19T","1295","Dias Úteis"
"19T","1294","Dias Úteis"
"19T","1293","Dias Úteis"
"19T","1292","Dias Úteis"
"19T","1291","Dias Úteis"
"19TG","1290","Dias Úteis"
"8101","8101-1-003-E-U-14h00-CoimbraRodoviar","E-U"
"19T","1289","Dias Úteis"
"19","1288","Dias Úteis"
"19","1287","Dias Úteis"
"24T","4312","Domingos e Feriados"
"24T","4313","Domingos e Feriados"
"24TA","4314","Domingos e Feriados"
"24T","4315","Domingos e Feriados"
"24T","4316","Domingos e Feriados"
"24T","4317","Domingos e Feriados"
"24T","4318","Domingos e Feriados"
"24T","4319","Domingos e Feriados"
"24T","4330","Domingos e Feriados"
"24T","4331","Domingos e Feriados"
"24T","4332","Domingos e Feriados"
"24T","4333","Domingos e Feriados"
"13","3002","Sábados"
"13","3001","Sábados"
"5501","5501-1-002-A-U-06h34-CarapinheiraPar","A-U"
"13","3000","Sábados"
"5009","5009-2-003-E-U-17h00-MiraEscolas","E-U"
"7456","7456-1-009-A-S-14h30-PenacovaCamaraM","A-S"
"19R","1299","Dias Úteis"
"19R","1298","Dias Úteis"
"7403","7403-1-006-A-U-17h50-VendadasFigueir","A-U"
"24T","4323","Domingos e Feriados"
"24T","4324","Domingos e Feriados"
"24T","4325","Domingos e Feriados"
"24T","4326","Domingos e Feriados"
"24T","4327","Domingos e Feriados"
"24T","4328","Domingos e Feriados"
"24T","4329","Domingos e Feriados"
"7405","7405-1-001-A-U-07h30-BemDaFe","A-U"
"5001","5001-2-006-A-S-12h30-CoimbraRodoviar","A-S"
"24T","4340","Domingos e Feriados"
"24TB","4341","Domingos e Feriados"
"21","4342","Domingos e Feriados"
"21AC","4343","Domingos e Feriados"
"21AC","4344","Domingos e Feriados"
"17","3013","Sábados"
"7260","7260-1-001-E-U-07h20-MoitadaSerra","E-U"
"17","3012","Sábados"
"7241","7241-1-002-A-U-12h45-OliveiradoHospi","A-U"
"20T","3011","Sábados"
"20T","3010","Sábados"
"7242","7242-2-004-A-U-18h00-OliveiradoHospi","A-U"
"20","3009","Sábados"
"20","3008","Sábados"
"17A","3007","Sábados"
"17","3006","Sábados"
"7","400","Dias Úteis"
"9","3005","Sábados"
"7","401","Dias Úteis"
"7","402","Dias Úteis"
"9","3004","Sábados"
"7","403","Dias Úteis"
"9","3003","Sábados"
"7","404","Dias Úteis"
"24T","4334","Domingos e Feriados"
"24T","4335","Domingos e Feriados"
"7","405","Dias Úteis"
"24T","4336","Domingos e Feriados"
"7","406","Dias Úteis"
"24T","4337","Domingos e Feriados"
"7","407","Dias Úteis"
"24T","4338","Domingos e Feriados"
"7","408","Dias Úteis"
"7402","7402-2-006-A-U-17h25-Mercado","A-U"
"24T","4339","Domingos e Feriados"
"7","409","Dias Úteis"
"5017","5017-2-004-E-U-18h30-FigueiradaFozTe","E-U"
"7436","7436-2-005-A-U-17h15-CoimbraRodoviar","A-U"
"7444","7444-1-001-E-U-07h40-GoisVila","E-U"
"38F","4350","Domingos e Feriados"
"12","4351","Domingos e Feriados"
"32","4352","Domingos e Feriados"
"32","4353","Domingos e Feriados"
"5004","5004-2-005-A-DF-12h45-PraiadeMiraExte","A-DF"
"20A","4354","Domingos e Feriados"
"20","4355","Domingos e Feriados"
"22F","3024","Sábados"
"22F","3023","Sábados"
"22F","3022","Sábados"
"7402","7402-2-003-E-U-08h05-FigueirodoCampo","E-U"
"22F","3021","Sábados"
"22F","3020","Sábados"
"5513","5513-1-001-E-U-07h45-Meco","E-U"
"7509","7509-2-004-E-U-18h50-LousaEBn1","E-U"
"7452","7452-1-001-E-U-07h25-Carvalheiras","E-U"
"7465","7465-2-005-E-U-13h30-VilaNovadePoiar","E-U"
"22F","3019","Sábados"
"22F","3018","Sábados"
"7","410","Dias Úteis"
"22F","3017","Sábados"
"7","411","Dias Úteis"
"17","3016","Sábados"
"7","412","Dias Úteis"
"17","3015","Sábados"
"7","413","Dias Úteis"
"17","3014","Sábados"
"7","414","Dias Úteis"
"7","415","Dias Úteis"
"21","4345","Domingos e Feriados"
"5514","5514-1-001-A-U-06h50-Bebebouro","A-U"
"21AC","4346","Domingos e Feriados"
"7","416","Dias Úteis"
"7","417","Dias Úteis"
"21AC","4347","Domingos e Feriados"
"13","4348","Domingos e Feriados"
"7","418","Dias Úteis"
"7","419","Dias Úteis"
"13B","4349","Domingos e Feriados"
"32","4360","Domingos e Feriados"
"29","4361","Domingos e Feriados"
"29B","4362","Domingos e Feriados"
"5023","5023-2-003-A-DF-12h30-CoimbraRodoviar","A-DF"
"29","4363","Domingos e Feriados"
"29B","4364","Domingos e Feriados"
"29","4365","Domingos e Feriados"
"29B","4366","Domingos e Feriados"
"10","3035","Sábados"
"7249","7249-2-002-E-U-17h30-TabuaEspacoCULT","E-U"
"10","3034","Sábados"
"10","3033","Sábados"
"10","3032","Sábados"
"10","3031","Sábados"
"10","3030","Sábados"
"7","420","Dias Úteis"
"7","421","Dias Úteis"
"10","3029","Sábados"
"10","3028","Sábados"
"7","422","Dias Úteis"
"7","423","Dias Úteis"
"10","3027","Sábados"
"5210","5210-1-001-FE-5-06h38-Relvas","FE-5"
"10","3026","Sábados"
"7","424","Dias Úteis"
"7","425","Dias Úteis"
"10","3025","Sábados"
"21AC","4356","Domingos e Feriados"
"7","426","Dias Úteis"
"7","427","Dias Úteis"
"21B","4357","Domingos e Feriados"
"32","4358","Domingos e Feriados"
"7","428","Dias Úteis"
"32","4359","Domingos e Feriados"
"7","429","Dias Úteis"
"5202","5202-1-004-FEQB-5-08h30-Piodao","FEQB-5"
"29","4370","Domingos e Feriados"
"5T","4371","Domingos e Feriados"
"5T","4372","Domingos e Feriados"
"5T","4373","Domingos e Feriados"
"5T","4374","Domingos e Feriados"
"7456","7456-2-001-A-U-07h30-CoimbraRodoviar","A-U"
"5T","4375","Domingos e Feriados"
"5TA","4376","Domingos e Feriados"
"5506","5506-1-002-FE-U-17h05-FigueiradaFozTe","FE-U"
"5T","4377","Domingos e Feriados"
"10","3046","Sábados"
"10","3045","Sábados"
"10","3044","Sábados"
"10","3043","Sábados"
"10","3042","Sábados"
"10","3041","Sábados"
"5322","5322-2-001-A-MACOR-12h00-ValedeAcores","A-MACOR"
"10","3040","Sábados"
"5042","5042-1-001-A-U-07h25-CasaldoMinhoto","A-U"
"7","430","Dias Úteis"
"7516","7516-2-002-E-2356-17h50-PenelaCGD","E-2356"
"5208","5208-1-010-A-5-13h35-PontedeMucela","A-5"
"7","431","Dias Úteis"
"7","432","Dias Úteis"
"7","433","Dias Úteis"
"10","3039","Sábados"
"10","3038","Sábados"
"7","434","Dias Úteis"
"5166","5166-1-006-E-U-14h10-CantanhedeEstac","E-U"
"7","435","Dias Úteis"
"10","3037","Sábados"
"5514","5514-1-002-A-U-07h00-CastanheiraX","A-U"
"10","3036","Sábados"
"7","436","Dias Úteis"
"7","437","Dias Úteis"
"29","4367","Domingos e Feriados"
"29","4368","Domingos e Feriados"
"24T","438","Dias Úteis"
"24T","439","Dias Úteis"
"29","4369","Domingos e Feriados"
"5034","5034-2-002-E-U-13h30-FaiscasEB23","E-U"
"7456","7456-1-006-A-U-18h10-PenacovaEB23S","A-U"
"50TA","4381","Domingos e Feriados"
"50TB","4382","Domingos e Feriados"
"14TA","4383","Domingos e Feriados"
"14T","4384","Domingos e Feriados"
"14T","4385","Domingos e Feriados"
"14T","4386","Domingos e Feriados"
"14T","4387","Domingos e Feriados"
"5009","5009-2-005-E-U-18h30-MiraEscolas","E-U"
"14T","4388","Domingos e Feriados"
"23F","3057","Sábados"
"10AA","3056","Sábados"
"10A","3055","Sábados"
"10A","3054","Sábados"
"7486","7486-1-003-A-U-08h30-LousaSegurancaS","A-U"
"10A","3053","Sábados"
"10B","3052","Sábados"
"10","3051","Sábados"
"10","3050","Sábados"
"5T","4380","Domingos e Feriados"
"24T","440","Dias Úteis"
"24T","441","Dias Úteis"
"24TA","442","Dias Úteis"
"24T","443","Dias Úteis"
"24T","444","Dias Úteis"
"24T","445","Dias Úteis"
"10","3049","Sábados"
"10","3048","Sábados"
"24T","446","Dias Úteis"
"24T","447","Dias Úteis"
"10","3047","Sábados"
"5T","4378","Domingos e Feriados"
"24T","448","Dias Úteis"
"24T","449","Dias Úteis"
"5T","4379","Domingos e Feriados"
"14T","4392","Domingos e Feriados"
"18F","3060","Sábados"
"14T","4393","Domingos e Feriados"
"14T","4394","Domingos e Feriados"
"14T","4395","Domingos e Feriados"
"14TA","4396","Domingos e Feriados"
"14T","4397","Domingos e Feriados"
"14T","4398","Domingos e Feriados"
"7491","7491-1-004-FE-6-08h30-Coelhal","FE-6"
"14T","4399","Domingos e Feriados"
"23F","3068","Sábados"
"23F","3067","Sábados"
"18F","3066","Sábados"
"18F","3065","Sábados"
"23FA","3064","Sábados"
"23F","3063","Sábados"
"14T","4390","Domingos e Feriados"
"16GA","3062","Sábados"
"14T","4391","Domingos e Feriados"
"24T","450","Dias Úteis"
"16G","3061","Sábados"
"24T","451","Dias Úteis"
"24T","452","Dias Úteis"
"5018","5018-2-004-A-U-14h30-CantanhedeEstac","A-U"
"24T","453","Dias Úteis"
"24T","454","Dias Úteis"
"24T","455","Dias Úteis"
"5009","5009-2-001-FE-U-13h35-MiraEscolas","FE-U"
"24T","456","Dias Úteis"
"24T","457","Dias Úteis"
"18F","3059","Sábados"
"5513","5513-2-001-E-U-13h30-FaiscasEB23","E-U"
"23FA","3058","Sábados"
"24T","458","Dias Úteis"
"24T","459","Dias Úteis"
"14T","4389","Domingos e Feriados"
"7579","7579-2-001-A-3-13h00-GoisVila","A-3"
"18F","3071","Sábados"
"23FA","3070","Sábados"
"5034","5034-1-002-E-U-07h45-PraiadaTocha","E-U"
"5026","5026-1-001-E-U-07h10-MealhadaPracaCh","E-U"
"7493","7493-2-006-FE-U-18h25-FozdeArouceX","FE-U"
"11","3079","Sábados"
"23F","3078","Sábados"
"23F","3077","Sábados"
"18F","3076","Sábados"
"18F","3075","Sábados"
"23F","3074","Sábados"
"24T","460","Dias Úteis"
"23F","3073","Sábados"
"24T","461","Dias Úteis"
"18F","3072","Sábados"
"24T","462","Dias Úteis"
"5511","5511-2-004-E-U-17h40-FaiscasEB23","E-U"
"7477","7477-2-002-E-2356-18h05-PenelaCGD","E-2356"
"24T","463","Dias Úteis"
"24T","464","Dias Úteis"
"24T","465","Dias Úteis"
"24T","466","Dias Úteis"
"24T","467","Dias Úteis"
"7435","7435-1-002-E-U-14h30-LorvaoJardim","E-U"
"24T","468","Dias Úteis"
"7513","7513-1-004-E-MPPS-09h05-SobralMagro","E-MPPS"
"24T","469","Dias Úteis"
"23F","3069","Sábados"
"5501","5501-2-005-A-U-09h00-CoimbraPortagem","A-U"
"5322","5322-1-002-FE-MACOR-10h00-Almaca","FE-MACOR"
"7439","7439-2-001-E-4-13h50-SaoPedrodeAlvaC","E-4"
"11","3082","Sábados"
"11","3081","Sábados"
"11","3080","Sábados"
"5514","5514-2-003-A-U-18h00-CoimbraPortagem","A-U"
"11","3089","Sábados"
"11","3088","Sábados"
"7438","7438-2-002-E-U-13h40-PenacovaEB23S","E-U"
"11","3087","Sábados"
"11","3086","Sábados"
"11","3085","Sábados"
"24T","470","Dias Úteis"
"24T","471","Dias Úteis"
"11","3084","Sábados"
"11","3083","Sábados"
"24T","472","Dias Úteis"
"5005","5005-1-005-A-S-17h00-CoimbraRodoviar","A-S"
"24T","473","Dias Úteis"
"24TA","474","Dias Úteis"
"24TB","475","Dias Úteis"
"14","476","Dias Úteis"
"14","477","Dias Úteis"
"14","478","Dias Úteis"
"14","479","Dias Úteis"
"11","3093","Sábados"
"11","3092","Sábados"
"7465","7465-2-001-E-U-07h10-OlhoMarinho","E-U"
"11","3091","Sábados"
"11","3090","Sábados"
"7407","7407-2-003-A-U-13h00-CoimbraRodoviar","A-U"
"11","3099","Sábados"
"7493","7493-2-005-E-U-16h45-LousaSegurancaS","E-U"
"11","3098","Sábados"
"14","480","Dias Úteis"
"11","3097","Sábados"
"5036","5036-2-001-FE-U-12h30-CantanhedeEstac","FE-U"
"14","481","Dias Úteis"
"11","3096","Sábados"
"14","482","Dias Úteis"
"11","3095","Sábados"
"14","483","Dias Úteis"
"11","3094","Sábados"
"14","484","Dias Úteis"
"14","485","Dias Úteis"
"14","486","Dias Úteis"
"14","487","Dias Úteis"
"14","488","Dias Úteis"
"14","489","Dias Úteis"
"5501","5501-2-013-A-U-13h30-CoimbraPortagem","A-U"
"5501","5501-2-008-FE-U-10h00-CoimbraPortagem","FE-U"
"7495","7495-2-003-E-U-17h45-PampilhosadaSer","E-U"
"14","490","Dias Úteis"
"14","491","Dias Úteis"
"7558","7558-1-003-V-SDF-09h10-ParquedeExposic","V-SDF"
"14","492","Dias Úteis"
"14","493","Dias Úteis"
"14","494","Dias Úteis"
"14","495","Dias Úteis"
"14","496","Dias Úteis"
"14","497","Dias Úteis"
"14","498","Dias Úteis"
"14","499","Dias Úteis"
"7432","7432-2-004-A-U-19h30-CoimbraPortagem","A-U"
"7418","7418-2-001-E-U-08h00-Degracias","E-U"
"7485","7485-2-008-A-S-19h30-CoimbraRodoviar","A-S"
"7469","7469-2-001-E-U-13h45-PenacovaEB23S","E-U"
"7497","7497-1-001-E-U-07h45-RonqueiraXTrava","E-U"
"5502","5502-1-002-E-U-06h45-AndorinhaCapela","E-U"
"5325","5325-1-005-E-U-08h30-VilaMoinhos","E-U"
"5208","5208-1-009-A-U-11h35-MoitadaSerra","A-U"
"7447","7447-2-008-E-U-17h30-MealhadaPracaCh","E-U"
"5051","5051-2-003-E-U-17h35-CondeixaaNovaTe","E-U"
"7406","7406-1-001-A-U-06h40-SoureCorreios","A-U"
"7456","7456-1-001-E-U-06h25-PenacovaCamaraM","E-U"
"7431","7431-2-012-E-U-17h45-CoimbraPortagem","E-U"
"5211","5211-2-001-E-U-07h05-ArganilCamara","E-U"
"7495","7495-1-002-E-U-07h35-DornelasdoZezer","E-U"
"7475","7475-1-004-E-U-13h40-MirandadoCorvoE","E-U"
"7442","7442-2-005-A-U-17h20-CoimbraPortagem","A-U"
"7406","7406-2-011-E-U-18h45-CoimbraRodoviar","E-U"
"7456","7456-1-004-E-U-12h30-PenacovaCamaraM","E-U"
"5503","5503-2-002-A-U-13h50-FigueiradaFozTe","A-U"
"5511","5511-1-001-E-U-07h15-LiceiaXSeixoGat","E-U"
"5033","5033-1-002-E-U-18h45-CantanhedeEstac","E-U"
"5329","5329-1-003-E-U-17h35-MortaguaCentroE","E-U"
"7448","7448-1-001-E-U-07h40-PovoadeGarcao","E-U"
"5329","5329-2-001-A-MACOR-12h35-MortaguaCentroC","A-MACOR"
"244","3902","Sábados"
"244","3903","Sábados"
"244","3904","Sábados"
"244","3905","Sábados"
"244","3906","Sábados"
"244","3907","Sábados"
"244","3908","Sábados"
"244","3909","Sábados"
"244","3900","Sábados"
"7488","7488-2-002-E-4-14h30-LousaEBn1","E-4"
"244","3901","Sábados"
"7494","7494-2-001-E-4-14h45-LousaEBn1","E-4"
"5041","5041-1-003-E-U-13h50-CasevelXSebal","E-U"
"244","3913","Sábados"
"244","3914","Sábados"
"244","3915","Sábados"
"244","3916","Sábados"
"7444","7444-2-002-E-U-16h45-LousaSegurancaS","E-U"
"244","3917","Sábados"
